# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2459634.500 +2.34133184e+09 -6.97868252e+09 -2.73050172e+09 +5.39521177e+00 -1.18718500e+01 -4.60226796e+00
2459634.750 +2.34144837e+09 -6.97893895e+09 -2.73060113e+09 +5.39519788e+00 -1.18718087e+01 -4.60225177e+00
2459635.000 +2.34156491e+09 -6.97919538e+09 -2.73070054e+09 +5.39518400e+00 -1.18717673e+01 -4.60223558e+00
2459635.250 +2.34168145e+09 -6.97945181e+09 -2.73079994e+09 +5.39517011e+00 -1.18717259e+01 -4.60221938e+00
2459635.500 +2.34179798e+09 -6.97970824e+09 -2.73089935e+09 +5.39515623e+00 -1.18716845e+01 -4.60220319e+00
2459635.750 +2.34191452e+09 -6.97996467e+09 -2.73099876e+09 +5.39514235e+00 -1.18716431e+01 -4.60218700e+00
2459636.000 +2.34203105e+09 -6.98022110e+09 -2.73109817e+09 +5.39512847e+00 -1.18716017e+01 -4.60217081e+00
2459636.250 +2.34214759e+09 -6.98047752e+09 -2.73119757e+09 +5.39511459e+00 -1.18715604e+01 -4.60215463e+00
2459636.500 +2.34226412e+09 -6.98073395e+09 -2.73129698e+09 +5.39510071e+00 -1.18715190e+01 -4.60213844e+00
2459636.750 +2.34238066e+09 -6.98099037e+09 -2.73139639e+09 +5.39508683e+00 -1.18714776e+01 -4.60212226e+00
2459637.000 +2.34249719e+09 -6.98124680e+09 -2.73149579e+09 +5.39507295e+00 -1.18714363e+01 -4.60210607e+00
2459637.250 +2.34261372e+09 -6.98150322e+09 -2.73159520e+09 +5.39505908e+00 -1.18713949e+01 -4.60208989e+00
2459637.500 +2.34273026e+09 -6.98175964e+09 -2.73169460e+09 +5.39504520e+00 -1.18713536e+01 -4.60207371e+00
2459637.750 +2.34284679e+09 -6.98201606e+09 -2.73179401e+09 +5.39503133e+00 -1.18713122e+01 -4.60205753e+00
2459638.000 +2.34296332e+09 -6.98227248e+09 -2.73189341e+09 +5.39501745e+00 -1.18712709e+01 -4.60204135e+00
2459638.250 +2.34307985e+09 -6.98252890e+09 -2.73199282e+09 +5.39500358e+00 -1.18712295e+01 -4.60202517e+00
2459638.500 +2.34319639e+09 -6.98278532e+09 -2.73209222e+09 +5.39498971e+00 -1.18711882e+01 -4.60200900e+00
2459638.750 +2.34331292e+09 -6.98304173e+09 -2.73219162e+09 +5.39497584e+00 -1.18711468e+01 -4.60199282e+00
2459639.000 +2.34342945e+09 -6.98329815e+09 -2.73229102e+09 +5.39496197e+00 -1.18711055e+01 -4.60197665e+00
2459639.250 +2.34354598e+09 -6.98355457e+09 -2.73239043e+09 +5.39494810e+00 -1.18710642e+01 -4.60196048e+00
2459639.500 +2.34366251e+09 -6.98381098e+09 -2.73248983e+09 +5.39493423e+00 -1.18710228e+01 -4.60194430e+00
2459639.750 +2.34377904e+09 -6.98406739e+09 -2.73258923e+09 +5.39492036e+00 -1.18709815e+01 -4.60192813e+00
2459640.000 +2.34389557e+09 -6.98432381e+09 -2.73268863e+09 +5.39490649e+00 -1.18709402e+01 -4.60191197e+00
2459640.250 +2.34401210e+09 -6.98458022e+09 -2.73278803e+09 +5.39489263e+00 -1.18708988e+01 -4.60189580e+00
2459640.500 +2.34412863e+09 -6.98483663e+09 -2.73288743e+09 +5.39487876e+00 -1.18708575e+01 -4.60187963e+00
2459640.750 +2.34424516e+09 -6.98509304e+09 -2.73298684e+09 +5.39486490e+00 -1.18708162e+01 -4.60186347e+00
2459641.000 +2.34436169e+09 -6.98534945e+09 -2.73308624e+09 +5.39485104e+00 -1.18707749e+01 -4.60184730e+00
2459641.250 +2.34447822e+09 -6.98560586e+09 -2.73318563e+09 +5.39483717e+00 -1.18707336e+01 -4.60183114e+00
2459641.500 +2.34459475e+09 -6.98586226e+09 -2.73328503e+09 +5.39482331e+00 -1.18706923e+01 -4.60181498e+00
2459641.750 +2.34471127e+09 -6.98611867e+09 -2.73338443e+09 +5.39480945e+00 -1.18706510e+01 -4.60179882e+00
2459642.000 +2.34482780e+09 -6.98637508e+09 -2.73348383e+09 +5.39479559e+00 -1.18706097e+01 -4.60178266e+00
2459642.250 +2.34494433e+09 -6.98663148e+09 -2.73358323e+09 +5.39478173e+00 -1.18705684e+01 -4.60176650e+00
2459642.500 +2.34506086e+09 -6.98688789e+09 -2.73368263e+09 +5.39476788e+00 -1.18705271e+01 -4.60175035e+00
2459642.750 +2.34517738e+09 -6.98714429e+09 -2.73378203e+09 +5.39475402e+00 -1.18704858e+01 -4.60173419e+00
2459643.000 +2.34529391e+09 -6.98740069e+09 -2.73388142e+09 +5.39474016e+00 -1.18704445e+01 -4.60171804e+00
2459643.250 +2.34541044e+09 -6.98765709e+09 -2.73398082e+09 +5.39472631e+00 -1.18704032e+01 -4.60170189e+00
2459643.500 +2.34552696e+09 -6.98791349e+09 -2.73408022e+09 +5.39471245e+00 -1.18703620e+01 -4.60168574e+00
2459643.750 +2.34564349e+09 -6.98816989e+09 -2.73417961e+09 +5.39469860e+00 -1.18703207e+01 -4.60166959e+00
2459644.000 +2.34576001e+09 -6.98842629e+09 -2.73427901e+09 +5.39468475e+00 -1.18702794e+01 -4.60165344e+00
2459644.250 +2.34587654e+09 -6.98868269e+09 -2.73437840e+09 +5.39467089e+00 -1.18702381e+01 -4.60163729e+00
2459644.500 +2.34599306e+09 -6.98893908e+09 -2.73447780e+09 +5.39465704e+00 -1.18701969e+01 -4.60162114e+00
2459644.750 +2.34610959e+09 -6.98919548e+09 -2.73457719e+09 +5.39464319e+00 -1.18701556e+01 -4.60160500e+00
2459645.000 +2.34622611e+09 -6.98945187e+09 -2.73467659e+09 +5.39462934e+00 -1.18701143e+01 -4.60158885e+00
2459645.250 +2.34634263e+09 -6.98970827e+09 -2.73477598e+09 +5.39461550e+00 -1.18700731e+01 -4.60157271e+00
2459645.500 +2.34645916e+09 -6.98996466e+09 -2.73487538e+09 +5.39460165e+00 -1.18700318e+01 -4.60155657e+00
2459645.750 +2.34657568e+09 -6.99022105e+09 -2.73497477e+09 +5.39458780e+00 -1.18699906e+01 -4.60154043e+00
2459646.000 +2.34669220e+09 -6.99047745e+09 -2.73507416e+09 +5.39457396e+00 -1.18699493e+01 -4.60152429e+00
2459646.250 +2.34680873e+09 -6.99073384e+09 -2.73517356e+09 +5.39456011e+00 -1.18699081e+01 -4.60150815e+00
2459646.500 +2.34692525e+09 -6.99099023e+09 -2.73527295e+09 +5.39454627e+00 -1.18698668e+01 -4.60149202e+00
2459646.750 +2.34704177e+09 -6.99124661e+09 -2.73537234e+09 +5.39453243e+00 -1.18698256e+01 -4.60147588e+00
2459647.000 +2.34715829e+09 -6.99150300e+09 -2.73547173e+09 +5.39451858e+00 -1.18697844e+01 -4.60145975e+00
2459647.250 +2.34727481e+09 -6.99175939e+09 -2.73557112e+09 +5.39450474e+00 -1.18697431e+01 -4.60144362e+00
2459647.500 +2.34739134e+09 -6.99201577e+09 -2.73567051e+09 +5.39449090e+00 -1.18697019e+01 -4.60142749e+00
2459647.750 +2.34750786e+09 -6.99227216e+09 -2.73576991e+09 +5.39447706e+00 -1.18696607e+01 -4.60141136e+00
2459648.000 +2.34762438e+09 -6.99252854e+09 -2.73586930e+09 +5.39446322e+00 -1.18696194e+01 -4.60139523e+00
2459648.250 +2.34774090e+09 -6.99278493e+09 -2.73596869e+09 +5.39444939e+00 -1.18695782e+01 -4.60137910e+00
2459648.500 +2.34785742e+09 -6.99304131e+09 -2.73606808e+09 +5.39443555e+00 -1.18695370e+01 -4.60136297e+00
2459648.750 +2.34797394e+09 -6.99329769e+09 -2.73616746e+09 +5.39442171e+00 -1.18694958e+01 -4.60134685e+00
2459649.000 +2.34809046e+09 -6.99355407e+09 -2.73626685e+09 +5.39440788e+00 -1.18694546e+01 -4.60133072e+00
2459649.250 +2.34820698e+09 -6.99381045e+09 -2.73636624e+09 +5.39439405e+00 -1.18694134e+01 -4.60131460e+00
2459649.500 +2.34832349e+09 -6.99406683e+09 -2.73646563e+09 +5.39438021e+00 -1.18693722e+01 -4.60129848e+00
2459649.750 +2.34844001e+09 -6.99432321e+09 -2.73656502e+09 +5.39436638e+00 -1.18693310e+01 -4.60128236e+00
2459650.000 +2.34855653e+09 -6.99457959e+09 -2.73666441e+09 +5.39435255e+00 -1.18692898e+01 -4.60126624e+00
2459650.250 +2.34867305e+09 -6.99483596e+09 -2.73676379e+09 +5.39433872e+00 -1.18692486e+01 -4.60125012e+00
2459650.500 +2.34878957e+09 -6.99509234e+09 -2.73686318e+09 +5.39432489e+00 -1.18692074e+01 -4.60123401e+00
2459650.750 +2.34890608e+09 -6.99534871e+09 -2.73696257e+09 +5.39431106e+00 -1.18691662e+01 -4.60121789e+00
2459651.000 +2.34902260e+09 -6.99560509e+09 -2.73706195e+09 +5.39429723e+00 -1.18691250e+01 -4.60120178e+00
2459651.250 +2.34913912e+09 -6.99586146e+09 -2.73716134e+09 +5.39428340e+00 -1.18690838e+01 -4.60118566e+00
2459651.500 +2.34925563e+09 -6.99611783e+09 -2.73726072e+09 +5.39426958e+00 -1.18690426e+01 -4.60116955e+00
2459651.750 +2.34937215e+09 -6.99637420e+09 -2.73736011e+09 +5.39425575e+00 -1.18690015e+01 -4.60115344e+00
2459652.000 +2.34948866e+09 -6.99663057e+09 -2.73745949e+09 +5.39424193e+00 -1.18689603e+01 -4.60113733e+00
2459652.250 +2.34960518e+09 -6.99688694e+09 -2.73755888e+09 +5.39422811e+00 -1.18689191e+01 -4.60112123e+00
2459652.500 +2.34972170e+09 -6.99714331e+09 -2.73765826e+09 +5.39421428e+00 -1.18688780e+01 -4.60110512e+00
2459652.750 +2.34983821e+09 -6.99739968e+09 -2.73775765e+09 +5.39420046e+00 -1.18688368e+01 -4.60108901e+00
2459653.000 +2.34995473e+09 -6.99765604e+09 -2.73785703e+09 +5.39418664e+00 -1.18687956e+01 -4.60107291e+00
2459653.250 +2.35007124e+09 -6.99791241e+09 -2.73795641e+09 +5.39417282e+00 -1.18687545e+01 -4.60105681e+00
2459653.500 +2.35018775e+09 -6.99816877e+09 -2.73805579e+09 +5.39415900e+00 -1.18687133e+01 -4.60104071e+00
2459653.750 +2.35030427e+09 -6.99842514e+09 -2.73815518e+09 +5.39414518e+00 -1.18686722e+01 -4.60102461e+00
2459654.000 +2.35042078e+09 -6.99868150e+09 -2.73825456e+09 +5.39413137e+00 -1.18686310e+01 -4.60100851e+00
2459654.250 +2.35053729e+09 -6.99893786e+09 -2.73835394e+09 +5.39411755e+00 -1.18685899e+01 -4.60099241e+00
2459654.500 +2.35065381e+09 -6.99919422e+09 -2.73845332e+09 +5.39410373e+00 -1.18685487e+01 -4.60097631e+00
2459654.750 +2.35077032e+09 -6.99945058e+09 -2.73855270e+09 +5.39408992e+00 -1.18685076e+01 -4.60096022e+00
2459655.000 +2.35088683e+09 -6.99970694e+09 -2.73865208e+09 +5.39407610e+00 -1.18684665e+01 -4.60094412e+00
2459655.250 +2.35100334e+09 -6.99996330e+09 -2.73875146e+09 +5.39406229e+00 -1.18684253e+01 -4.60092803e+00
2459655.500 +2.35111985e+09 -7.00021966e+09 -2.73885084e+09 +5.39404848e+00 -1.18683842e+01 -4.60091194e+00
2459655.750 +2.35123637e+09 -7.00047601e+09 -2.73895022e+09 +5.39403467e+00 -1.18683431e+01 -4.60089585e+00
2459656.000 +2.35135288e+09 -7.00073237e+09 -2.73904960e+09 +5.39402086e+00 -1.18683020e+01 -4.60087976e+00
2459656.250 +2.35146939e+09 -7.00098872e+09 -2.73914898e+09 +5.39400705e+00 -1.18682608e+01 -4.60086367e+00
2459656.500 +2.35158590e+09 -7.00124508e+09 -2.73924836e+09 +5.39399324e+00 -1.18682197e+01 -4.60084758e+00
2459656.750 +2.35170241e+09 -7.00150143e+09 -2.73934774e+09 +5.39397943e+00 -1.18681786e+01 -4.60083150e+00
2459657.000 +2.35181892e+09 -7.00175778e+09 -2.73944711e+09 +5.39396563e+00 -1.18681375e+01 -4.60081541e+00
2459657.250 +2.35193543e+09 -7.00201414e+09 -2.73954649e+09 +5.39395182e+00 -1.18680964e+01 -4.60079933e+00
2459657.500 +2.35205194e+09 -7.00227049e+09 -2.73964587e+09 +5.39393801e+00 -1.18680553e+01 -4.60078325e+00
2459657.750 +2.35216845e+09 -7.00252684e+09 -2.73974525e+09 +5.39392421e+00 -1.18680142e+01 -4.60076717e+00
2459658.000 +2.35228495e+09 -7.00278318e+09 -2.73984462e+09 +5.39391041e+00 -1.18679731e+01 -4.60075109e+00
2459658.250 +2.35240146e+09 -7.00303953e+09 -2.73994400e+09 +5.39389660e+00 -1.18679320e+01 -4.60073501e+00
2459658.500 +2.35251797e+09 -7.00329588e+09 -2.74004337e+09 +5.39388280e+00 -1.18678909e+01 -4.60071894e+00
2459658.750 +2.35263448e+09 -7.00355222e+09 -2.74014275e+09 +5.39386900e+00 -1.18678498e+01 -4.60070286e+00
2459659.000 +2.35275099e+09 -7.00380857e+09 -2.74024212e+09 +5.39385520e+00 -1.18678087e+01 -4.60068679e+00
2459659.250 +2.35286749e+09 -7.00406491e+09 -2.74034150e+09 +5.39384140e+00 -1.18677677e+01 -4.60067071e+00
2459659.500 +2.35298400e+09 -7.00432126e+09 -2.74044087e+09 +5.39382761e+00 -1.18677266e+01 -4.60065464e+00
2459659.750 +2.35310051e+09 -7.00457760e+09 -2.74054025e+09 +5.39381381e+00 -1.18676855e+01 -4.60063857e+00
2459660.000 +2.35321701e+09 -7.00483394e+09 -2.74063962e+09 +5.39380001e+00 -1.18676444e+01 -4.60062250e+00
2459660.250 +2.35333352e+09 -7.00509028e+09 -2.74073899e+09 +5.39378622e+00 -1.18676034e+01 -4.60060643e+00
2459660.500 +2.35345002e+09 -7.00534662e+09 -2.74083837e+09 +5.39377242e+00 -1.18675623e+01 -4.60059037e+00
2459660.750 +2.35356653e+09 -7.00560296e+09 -2.74093774e+09 +5.39375863e+00 -1.18675212e+01 -4.60057430e+00
2459661.000 +2.35368303e+09 -7.00585930e+09 -2.74103711e+09 +5.39374484e+00 -1.18674802e+01 -4.60055824e+00
2459661.250 +2.35379954e+09 -7.00611564e+09 -2.74113648e+09 +5.39373104e+00 -1.18674391e+01 -4.60054217e+00
2459661.500 +2.35391604e+09 -7.00637197e+09 -2.74123586e+09 +5.39371725e+00 -1.18673981e+01 -4.60052611e+00
2459661.750 +2.35403255e+09 -7.00662831e+09 -2.74133523e+09 +5.39370346e+00 -1.18673570e+01 -4.60051005e+00
2459662.000 +2.35414905e+09 -7.00688464e+09 -2.74143460e+09 +5.39368967e+00 -1.18673160e+01 -4.60049399e+00
2459662.250 +2.35426555e+09 -7.00714098e+09 -2.74153397e+09 +5.39367589e+00 -1.18672749e+01 -4.60047793e+00
2459662.500 +2.35438206e+09 -7.00739731e+09 -2.74163334e+09 +5.39366210e+00 -1.18672339e+01 -4.60046188e+00
2459662.750 +2.35449856e+09 -7.00765364e+09 -2.74173271e+09 +5.39364831e+00 -1.18671928e+01 -4.60044582e+00
2459663.000 +2.35461506e+09 -7.00790997e+09 -2.74183208e+09 +5.39363453e+00 -1.18671518e+01 -4.60042976e+00
2459663.250 +2.35473157e+09 -7.00816630e+09 -2.74193145e+09 +5.39362074e+00 -1.18671108e+01 -4.60041371e+00
2459663.500 +2.35484807e+09 -7.00842263e+09 -2.74203082e+09 +5.39360696e+00 -1.18670697e+01 -4.60039766e+00
2459663.750 +2.35496457e+09 -7.00867896e+09 -2.74213018e+09 +5.39359317e+00 -1.18670287e+01 -4.60038161e+00
2459664.000 +2.35508107e+09 -7.00893529e+09 -2.74222955e+09 +5.39357939e+00 -1.18669877e+01 -4.60036556e+00
2459664.250 +2.35519757e+09 -7.00919161e+09 -2.74232892e+09 +5.39356561e+00 -1.18669467e+01 -4.60034951e+00
2459664.500 +2.35531407e+09 -7.00944794e+09 -2.74242829e+09 +5.39355183e+00 -1.18669057e+01 -4.60033346e+00
2459664.750 +2.35543057e+09 -7.00970426e+09 -2.74252765e+09 +5.39353805e+00 -1.18668647e+01 -4.60031742e+00
2459665.000 +2.35554707e+09 -7.00996059e+09 -2.74262702e+09 +5.39352427e+00 -1.18668236e+01 -4.60030137e+00
2459665.250 +2.35566357e+09 -7.01021691e+09 -2.74272639e+09 +5.39351049e+00 -1.18667826e+01 -4.60028533e+00
2459665.500 +2.35578007e+09 -7.01047323e+09 -2.74282575e+09 +5.39349672e+00 -1.18667416e+01 -4.60026929e+00
2459665.750 +2.35589657e+09 -7.01072955e+09 -2.74292512e+09 +5.39348294e+00 -1.18667006e+01 -4.60025325e+00
2459666.000 +2.35601307e+09 -7.01098587e+09 -2.74302448e+09 +5.39346916e+00 -1.18666596e+01 -4.60023721e+00
2459666.250 +2.35612957e+09 -7.01124219e+09 -2.74312385e+09 +5.39345539e+00 -1.18666186e+01 -4.60022117e+00
2459666.500 +2.35624607e+09 -7.01149851e+09 -2.74322321e+09 +5.39344162e+00 -1.18665777e+01 -4.60020513e+00
2459666.750 +2.35636257e+09 -7.01175483e+09 -2.74332258e+09 +5.39342784e+00 -1.18665367e+01 -4.60018909e+00
2459667.000 +2.35647907e+09 -7.01201115e+09 -2.74342194e+09 +5.39341407e+00 -1.18664957e+01 -4.60017306e+00
2459667.250 +2.35659556e+09 -7.01226746e+09 -2.74352131e+09 +5.39340030e+00 -1.18664547e+01 -4.60015703e+00
2459667.500 +2.35671206e+09 -7.01252378e+09 -2.74362067e+09 +5.39338653e+00 -1.18664137e+01 -4.60014099e+00
2459667.750 +2.35682856e+09 -7.01278009e+09 -2.74372003e+09 +5.39337276e+00 -1.18663728e+01 -4.60012496e+00
2459668.000 +2.35694505e+09 -7.01303640e+09 -2.74381939e+09 +5.39335899e+00 -1.18663318e+01 -4.60010893e+00
2459668.250 +2.35706155e+09 -7.01329272e+09 -2.74391876e+09 +5.39334523e+00 -1.18662908e+01 -4.60009290e+00
2459668.500 +2.35717805e+09 -7.01354903e+09 -2.74401812e+09 +5.39333146e+00 -1.18662498e+01 -4.60007688e+00
2459668.750 +2.35729454e+09 -7.01380534e+09 -2.74411748e+09 +5.39331769e+00 -1.18662089e+01 -4.60006085e+00
2459669.000 +2.35741104e+09 -7.01406165e+09 -2.74421684e+09 +5.39330393e+00 -1.18661679e+01 -4.60004483e+00
2459669.250 +2.35752753e+09 -7.01431796e+09 -2.74431620e+09 +5.39329017e+00 -1.18661270e+01 -4.60002880e+00
2459669.500 +2.35764403e+09 -7.01457426e+09 -2.74441556e+09 +5.39327640e+00 -1.18660860e+01 -4.60001278e+00
2459669.750 +2.35776052e+09 -7.01483057e+09 -2.74451492e+09 +5.39326264e+00 -1.18660451e+01 -4.59999676e+00
2459670.000 +2.35787702e+09 -7.01508688e+09 -2.74461428e+09 +5.39324888e+00 -1.18660041e+01 -4.59998074e+00
2459670.250 +2.35799351e+09 -7.01534318e+09 -2.74471364e+09 +5.39323512e+00 -1.18659632e+01 -4.59996472e+00
2459670.500 +2.35811000e+09 -7.01559949e+09 -2.74481300e+09 +5.39322136e+00 -1.18659222e+01 -4.59994870e+00
2459670.750 +2.35822650e+09 -7.01585579e+09 -2.74491236e+09 +5.39320760e+00 -1.18658813e+01 -4.59993269e+00
2459671.000 +2.35834299e+09 -7.01611209e+09 -2.74501172e+09 +5.39319384e+00 -1.18658404e+01 -4.59991667e+00
2459671.250 +2.35845948e+09 -7.01636839e+09 -2.74511108e+09 +5.39318009e+00 -1.18657994e+01 -4.59990066e+00
2459671.500 +2.35857598e+09 -7.01662470e+09 -2.74521043e+09 +5.39316633e+00 -1.18657585e+01 -4.59988464e+00
2459671.750 +2.35869247e+09 -7.01688100e+09 -2.74530979e+09 +5.39315258e+00 -1.18657176e+01 -4.59986863e+00
2459672.000 +2.35880896e+09 -7.01713729e+09 -2.74540915e+09 +5.39313882e+00 -1.18656767e+01 -4.59985262e+00
2459672.250 +2.35892545e+09 -7.01739359e+09 -2.74550850e+09 +5.39312507e+00 -1.18656357e+01 -4.59983661e+00
2459672.500 +2.35904194e+09 -7.01764989e+09 -2.74560786e+09 +5.39311132e+00 -1.18655948e+01 -4.59982060e+00
2459672.750 +2.35915844e+09 -7.01790619e+09 -2.74570722e+09 +5.39309756e+00 -1.18655539e+01 -4.59980460e+00
2459673.000 +2.35927493e+09 -7.01816248e+09 -2.74580657e+09 +5.39308381e+00 -1.18655130e+01 -4.59978859e+00
2459673.250 +2.35939142e+09 -7.01841878e+09 -2.74590593e+09 +5.39307006e+00 -1.18654721e+01 -4.59977259e+00
2459673.500 +2.35950791e+09 -7.01867507e+09 -2.74600528e+09 +5.39305631e+00 -1.18654312e+01 -4.59975659e+00
2459673.750 +2.35962440e+09 -7.01893136e+09 -2.74610464e+09 +5.39304257e+00 -1.18653903e+01 -4.59974058e+00
2459674.000 +2.35974089e+09 -7.01918765e+09 -2.74620399e+09 +5.39302882e+00 -1.18653494e+01 -4.59972458e+00
2459674.250 +2.35985738e+09 -7.01944395e+09 -2.74630334e+09 +5.39301507e+00 -1.18653085e+01 -4.59970858e+00
2459674.500 +2.35997386e+09 -7.01970024e+09 -2.74640270e+09 +5.39300133e+00 -1.18652676e+01 -4.59969259e+00
2459674.750 +2.36009035e+09 -7.01995653e+09 -2.74650205e+09 +5.39298758e+00 -1.18652267e+01 -4.59967659e+00
2459675.000 +2.36020684e+09 -7.02021281e+09 -2.74660140e+09 +5.39297384e+00 -1.18651858e+01 -4.59966059e+00
2459675.250 +2.36032333e+09 -7.02046910e+09 -2.74670076e+09 +5.39296010e+00 -1.18651450e+01 -4.59964460e+00
2459675.500 +2.36043982e+09 -7.02072539e+09 -2.74680011e+09 +5.39294635e+00 -1.18651041e+01 -4.59962861e+00
2459675.750 +2.36055630e+09 -7.02098167e+09 -2.74689946e+09 +5.39293261e+00 -1.18650632e+01 -4.59961262e+00
2459676.000 +2.36067279e+09 -7.02123796e+09 -2.74699881e+09 +5.39291887e+00 -1.18650223e+01 -4.59959663e+00
2459676.250 +2.36078928e+09 -7.02149424e+09 -2.74709816e+09 +5.39290513e+00 -1.18649815e+01 -4.59958064e+00
2459676.500 +2.36090577e+09 -7.02175053e+09 -2.74719751e+09 +5.39289139e+00 -1.18649406e+01 -4.59956465e+00
2459676.750 +2.36102225e+09 -7.02200681e+09 -2.74729686e+09 +5.39287766e+00 -1.18648997e+01 -4.59954866e+00
2459677.000 +2.36113874e+09 -7.02226309e+09 -2.74739621e+09 +5.39286392e+00 -1.18648589e+01 -4.59953267e+00
2459677.250 +2.36125522e+09 -7.02251937e+09 -2.74749556e+09 +5.39285018e+00 -1.18648180e+01 -4.59951669e+00
2459677.500 +2.36137171e+09 -7.02277565e+09 -2.74759491e+09 +5.39283645e+00 -1.18647772e+01 -4.59950071e+00
2459677.750 +2.36148819e+09 -7.02303193e+09 -2.74769426e+09 +5.39282271e+00 -1.18647363e+01 -4.59948473e+00
2459678.000 +2.36160468e+09 -7.02328821e+09 -2.74779361e+09 +5.39280898e+00 -1.18646955e+01 -4.59946874e+00
2459678.250 +2.36172116e+09 -7.02354448e+09 -2.74789296e+09 +5.39279525e+00 -1.18646546e+01 -4.59945276e+00
2459678.500 +2.36183765e+09 -7.02380076e+09 -2.74799231e+09 +5.39278152e+00 -1.18646138e+01 -4.59943679e+00
2459678.750 +2.36195413e+09 -7.02405703e+09 -2.74809166e+09 +5.39276779e+00 -1.18645730e+01 -4.59942081e+00
2459679.000 +2.36207062e+09 -7.02431331e+09 -2.74819100e+09 +5.39275406e+00 -1.18645321e+01 -4.59940483e+00
2459679.250 +2.36218710e+09 -7.02456958e+09 -2.74829035e+09 +5.39274033e+00 -1.18644913e+01 -4.59938886e+00
2459679.500 +2.36230358e+09 -7.02482586e+09 -2.74838970e+09 +5.39272660e+00 -1.18644505e+01 -4.59937289e+00
2459679.750 +2.36242006e+09 -7.02508213e+09 -2.74848904e+09 +5.39271287e+00 -1.18644096e+01 -4.59935691e+00
2459680.000 +2.36253655e+09 -7.02533840e+09 -2.74858839e+09 +5.39269915e+00 -1.18643688e+01 -4.59934094e+00
2459680.250 +2.36265303e+09 -7.02559467e+09 -2.74868773e+09 +5.39268542e+00 -1.18643280e+01 -4.59932497e+00
2459680.500 +2.36276951e+09 -7.02585094e+09 -2.74878708e+09 +5.39267170e+00 -1.18642872e+01 -4.59930900e+00
2459680.750 +2.36288599e+09 -7.02610720e+09 -2.74888642e+09 +5.39265797e+00 -1.18642464e+01 -4.59929304e+00
2459681.000 +2.36300247e+09 -7.02636347e+09 -2.74898577e+09 +5.39264425e+00 -1.18642056e+01 -4.59927707e+00
2459681.250 +2.36311895e+09 -7.02661974e+09 -2.74908511e+09 +5.39263053e+00 -1.18641647e+01 -4.59926111e+00
2459681.500 +2.36323544e+09 -7.02687600e+09 -2.74918446e+09 +5.39261681e+00 -1.18641239e+01 -4.59924514e+00
2459681.750 +2.36335192e+09 -7.02713227e+09 -2.74928380e+09 +5.39260309e+00 -1.18640831e+01 -4.59922918e+00
2459682.000 +2.36346840e+09 -7.02738853e+09 -2.74938314e+09 +5.39258937e+00 -1.18640423e+01 -4.59921322e+00
2459682.250 +2.36358488e+09 -7.02764480e+09 -2.74948249e+09 +5.39257565e+00 -1.18640016e+01 -4.59919726e+00
2459682.500 +2.36370135e+09 -7.02790106e+09 -2.74958183e+09 +5.39256193e+00 -1.18639608e+01 -4.59918130e+00
2459682.750 +2.36381783e+09 -7.02815732e+09 -2.74968117e+09 +5.39254821e+00 -1.18639200e+01 -4.59916534e+00
2459683.000 +2.36393431e+09 -7.02841358e+09 -2.74978051e+09 +5.39253450e+00 -1.18638792e+01 -4.59914939e+00
2459683.250 +2.36405079e+09 -7.02866984e+09 -2.74987985e+09 +5.39252078e+00 -1.18638384e+01 -4.59913343e+00
2459683.500 +2.36416727e+09 -7.02892610e+09 -2.74997920e+09 +5.39250707e+00 -1.18637976e+01 -4.59911748e+00
2459683.750 +2.36428375e+09 -7.02918235e+09 -2.75007854e+09 +5.39249336e+00 -1.18637569e+01 -4.59910152e+00
2459684.000 +2.36440023e+09 -7.02943861e+09 -2.75017788e+09 +5.39247964e+00 -1.18637161e+01 -4.59908557e+00
2459684.250 +2.36451670e+09 -7.02969487e+09 -2.75027722e+09 +5.39246593e+00 -1.18636753e+01 -4.59906962e+00
2459684.500 +2.36463318e+09 -7.02995112e+09 -2.75037656e+09 +5.39245222e+00 -1.18636346e+01 -4.59905367e+00
2459684.750 +2.36474966e+09 -7.03020738e+09 -2.75047590e+09 +5.39243851e+00 -1.18635938e+01 -4.59903773e+00
2459685.000 +2.36486613e+09 -7.03046363e+09 -2.75057523e+09 +5.39242480e+00 -1.18635530e+01 -4.59902178e+00
2459685.250 +2.36498261e+09 -7.03071988e+09 -2.75067457e+09 +5.39241109e+00 -1.18635123e+01 -4.59900583e+00
2459685.500 +2.36509909e+09 -7.03097613e+09 -2.75077391e+09 +5.39239739e+00 -1.18634715e+01 -4.59898989e+00
2459685.750 +2.36521556e+09 -7.03123238e+09 -2.75087325e+09 +5.39238368e+00 -1.18634308e+01 -4.59897395e+00
2459686.000 +2.36533204e+09 -7.03148863e+09 -2.75097259e+09 +5.39236997e+00 -1.18633900e+01 -4.59895801e+00
2459686.250 +2.36544851e+09 -7.03174488e+09 -2.75107192e+09 +5.39235627e+00 -1.18633493e+01 -4.59894206e+00
2459686.500 +2.36556499e+09 -7.03200113e+09 -2.75117126e+09 +5.39234257e+00 -1.18633085e+01 -4.59892613e+00
2459686.750 +2.36568146e+09 -7.03225738e+09 -2.75127060e+09 +5.39232886e+00 -1.18632678e+01 -4.59891019e+00
2459687.000 +2.36579793e+09 -7.03251362e+09 -2.75136993e+09 +5.39231516e+00 -1.18632271e+01 -4.59889425e+00
