# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2459687.250 +2.36591441e+09 -7.03276987e+09 -2.75146927e+09 +5.39230146e+00 -1.18631863e+01 -4.59887832e+00
2459687.500 +2.36603088e+09 -7.03302611e+09 -2.75156861e+09 +5.39228776e+00 -1.18631456e+01 -4.59886238e+00
2459687.750 +2.36614736e+09 -7.03328236e+09 -2.75166794e+09 +5.39227406e+00 -1.18631049e+01 -4.59884645e+00
2459688.000 +2.36626383e+09 -7.03353860e+09 -2.75176728e+09 +5.39226036e+00 -1.18630642e+01 -4.59883052e+00
2459688.250 +2.36638030e+09 -7.03379484e+09 -2.75186661e+09 +5.39224666e+00 -1.18630234e+01 -4.59881459e+00
2459688.500 +2.36649677e+09 -7.03405108e+09 -2.75196595e+09 +5.39223297e+00 -1.18629827e+01 -4.59879866e+00
2459688.750 +2.36661325e+09 -7.03430732e+09 -2.75206528e+09 +5.39221927e+00 -1.18629420e+01 -4.59878273e+00
2459689.000 +2.36672972e+09 -7.03456356e+09 -2.75216461e+09 +5.39220558e+00 -1.18629013e+01 -4.59876680e+00
2459689.250 +2.36684619e+09 -7.03481980e+09 -2.75226395e+09 +5.39219188e+00 -1.18628606e+01 -4.59875087e+00
2459689.500 +2.36696266e+09 -7.03507604e+09 -2.75236328e+09 +5.39217819e+00 -1.18628199e+01 -4.59873495e+00
2459689.750 +2.36707913e+09 -7.03533227e+09 -2.75246261e+09 +5.39216450e+00 -1.18627792e+01 -4.59871903e+00
2459690.000 +2.36719560e+09 -7.03558851e+09 -2.75256194e+09 +5.39215081e+00 -1.18627385e+01 -4.59870310e+00
2459690.250 +2.36731207e+09 -7.03584474e+09 -2.75266128e+09 +5.39213711e+00 -1.18626978e+01 -4.59868718e+00
2459690.500 +2.36742854e+09 -7.03610098e+09 -2.75276061e+09 +5.39212342e+00 -1.18626571e+01 -4.59867126e+00
2459690.750 +2.36754501e+09 -7.03635721e+09 -2.75285994e+09 +5.39210974e+00 -1.18626164e+01 -4.59865535e+00
2459691.000 +2.36766148e+09 -7.03661344e+09 -2.75295927e+09 +5.39209605e+00 -1.18625757e+01 -4.59863943e+00
2459691.250 +2.36777795e+09 -7.03686967e+09 -2.75305860e+09 +5.39208236e+00 -1.18625350e+01 -4.59862351e+00
2459691.500 +2.36789442e+09 -7.03712590e+09 -2.75315793e+09 +5.39206867e+00 -1.18624944e+01 -4.59860760e+00
2459691.750 +2.36801089e+09 -7.03738213e+09 -2.75325726e+09 +5.39205499e+00 -1.18624537e+01 -4.59859168e+00
2459692.000 +2.36812736e+09 -7.03763836e+09 -2.75335659e+09 +5.39204130e+00 -1.18624130e+01 -4.59857577e+00
2459692.250 +2.36824382e+09 -7.03789459e+09 -2.75345592e+09 +5.39202762e+00 -1.18623724e+01 -4.59855986e+00
2459692.500 +2.36836029e+09 -7.03815082e+09 -2.75355525e+09 +5.39201394e+00 -1.18623317e+01 -4.59854395e+00
2459692.750 +2.36847676e+09 -7.03840704e+09 -2.75365457e+09 +5.39200026e+00 -1.18622910e+01 -4.59852804e+00
2459693.000 +2.36859323e+09 -7.03866327e+09 -2.75375390e+09 +5.39198657e+00 -1.18622504e+01 -4.59851213e+00
2459693.250 +2.36870969e+09 -7.03891949e+09 -2.75385323e+09 +5.39197289e+00 -1.18622097e+01 -4.59849623e+00
2459693.500 +2.36882616e+09 -7.03917571e+09 -2.75395256e+09 +5.39195921e+00 -1.18621690e+01 -4.59848032e+00
2459693.750 +2.36894263e+09 -7.03943194e+09 -2.75405188e+09 +5.39194554e+00 -1.18621284e+01 -4.59846442e+00
2459694.000 +2.36905909e+09 -7.03968816e+09 -2.75415121e+09 +5.39193186e+00 -1.18620878e+01 -4.59844852e+00
2459694.250 +2.36917556e+09 -7.03994438e+09 -2.75425054e+09 +5.39191818e+00 -1.18620471e+01 -4.59843261e+00
2459694.500 +2.36929202e+09 -7.04020060e+09 -2.75434986e+09 +5.39190451e+00 -1.18620065e+01 -4.59841671e+00
2459694.750 +2.36940849e+09 -7.04045682e+09 -2.75444919e+09 +5.39189083e+00 -1.18619658e+01 -4.59840081e+00
2459695.000 +2.36952495e+09 -7.04071304e+09 -2.75454851e+09 +5.39187716e+00 -1.18619252e+01 -4.59838492e+00
2459695.250 +2.36964142e+09 -7.04096925e+09 -2.75464784e+09 +5.39186348e+00 -1.18618846e+01 -4.59836902e+00
2459695.500 +2.36975788e+09 -7.04122547e+09 -2.75474716e+09 +5.39184981e+00 -1.18618439e+01 -4.59835312e+00
2459695.750 +2.36987434e+09 -7.04148168e+09 -2.75484649e+09 +5.39183614e+00 -1.18618033e+01 -4.59833723e+00
2459696.000 +2.36999081e+09 -7.04173790e+09 -2.75494581e+09 +5.39182247e+00 -1.18617627e+01 -4.59832134e+00
2459696.250 +2.37010727e+09 -7.04199411e+09 -2.75504514e+09 +5.39180880e+00 -1.18617221e+01 -4.59830545e+00
2459696.500 +2.37022373e+09 -7.04225032e+09 -2.75514446e+09 +5.39179513e+00 -1.18616814e+01 -4.59828956e+00
2459696.750 +2.37034020e+09 -7.04250654e+09 -2.75524378e+09 +5.39178146e+00 -1.18616408e+01 -4.59827367e+00
2459697.000 +2.37045666e+09 -7.04276275e+09 -2.75534310e+09 +5.39176779e+00 -1.18616002e+01 -4.59825778e+00
2459697.250 +2.37057312e+09 -7.04301896e+09 -2.75544243e+09 +5.39175413e+00 -1.18615596e+01 -4.59824189e+00
2459697.500 +2.37068958e+09 -7.04327517e+09 -2.75554175e+09 +5.39174046e+00 -1.18615190e+01 -4.59822601e+00
2459697.750 +2.37080604e+09 -7.04353138e+09 -2.75564107e+09 +5.39172680e+00 -1.18614784e+01 -4.59821012e+00
2459698.000 +2.37092251e+09 -7.04378758e+09 -2.75574039e+09 +5.39171313e+00 -1.18614378e+01 -4.59819424e+00
2459698.250 +2.37103897e+09 -7.04404379e+09 -2.75583971e+09 +5.39169947e+00 -1.18613972e+01 -4.59817836e+00
2459698.500 +2.37115543e+09 -7.04430000e+09 -2.75593903e+09 +5.39168581e+00 -1.18613566e+01 -4.59816247e+00
2459698.750 +2.37127189e+09 -7.04455620e+09 -2.75603835e+09 +5.39167215e+00 -1.18613160e+01 -4.59814660e+00
2459699.000 +2.37138835e+09 -7.04481240e+09 -2.75613767e+09 +5.39165849e+00 -1.18612754e+01 -4.59813072e+00
2459699.250 +2.37150481e+09 -7.04506861e+09 -2.75623699e+09 +5.39164483e+00 -1.18612349e+01 -4.59811484e+00
2459699.500 +2.37162127e+09 -7.04532481e+09 -2.75633631e+09 +5.39163117e+00 -1.18611943e+01 -4.59809896e+00
2459699.750 +2.37173772e+09 -7.04558101e+09 -2.75643563e+09 +5.39161751e+00 -1.18611537e+01 -4.59808309e+00
2459700.000 +2.37185418e+09 -7.04583721e+09 -2.75653495e+09 +5.39160385e+00 -1.18611131e+01 -4.59806722e+00
2459700.250 +2.37197064e+09 -7.04609341e+09 -2.75663427e+09 +5.39159020e+00 -1.18610726e+01 -4.59805134e+00
2459700.500 +2.37208710e+09 -7.04634961e+09 -2.75673358e+09 +5.39157654e+00 -1.18610320e+01 -4.59803547e+00
2459700.750 +2.37220356e+09 -7.04660581e+09 -2.75683290e+09 +5.39156289e+00 -1.18609914e+01 -4.59801960e+00
2459701.000 +2.37232002e+09 -7.04686200e+09 -2.75693222e+09 +5.39154923e+00 -1.18609509e+01 -4.59800373e+00
2459701.250 +2.37243647e+09 -7.04711820e+09 -2.75703154e+09 +5.39153558e+00 -1.18609103e+01 -4.59798787e+00
2459701.500 +2.37255293e+09 -7.04737440e+09 -2.75713085e+09 +5.39152193e+00 -1.18608697e+01 -4.59797200e+00
2459701.750 +2.37266939e+09 -7.04763059e+09 -2.75723017e+09 +5.39150828e+00 -1.18608292e+01 -4.59795613e+00
2459702.000 +2.37278584e+09 -7.04788678e+09 -2.75732948e+09 +5.39149463e+00 -1.18607886e+01 -4.59794027e+00
2459702.250 +2.37290230e+09 -7.04814298e+09 -2.75742880e+09 +5.39148098e+00 -1.18607481e+01 -4.59792441e+00
2459702.500 +2.37301876e+09 -7.04839917e+09 -2.75752811e+09 +5.39146733e+00 -1.18607076e+01 -4.59790855e+00
2459702.750 +2.37313521e+09 -7.04865536e+09 -2.75762743e+09 +5.39145368e+00 -1.18606670e+01 -4.59789269e+00
2459703.000 +2.37325167e+09 -7.04891155e+09 -2.75772674e+09 +5.39144004e+00 -1.18606265e+01 -4.59787683e+00
2459703.250 +2.37336812e+09 -7.04916774e+09 -2.75782606e+09 +5.39142639e+00 -1.18605859e+01 -4.59786097e+00
2459703.500 +2.37348458e+09 -7.04942393e+09 -2.75792537e+09 +5.39141275e+00 -1.18605454e+01 -4.59784511e+00
2459703.750 +2.37360103e+09 -7.04968011e+09 -2.75802468e+09 +5.39139910e+00 -1.18605049e+01 -4.59782926e+00
2459704.000 +2.37371748e+09 -7.04993630e+09 -2.75812400e+09 +5.39138546e+00 -1.18604644e+01 -4.59781340e+00
2459704.250 +2.37383394e+09 -7.05019249e+09 -2.75822331e+09 +5.39137182e+00 -1.18604238e+01 -4.59779755e+00
2459704.500 +2.37395039e+09 -7.05044867e+09 -2.75832262e+09 +5.39135817e+00 -1.18603833e+01 -4.59778170e+00
2459704.750 +2.37406684e+09 -7.05070485e+09 -2.75842193e+09 +5.39134453e+00 -1.18603428e+01 -4.59776585e+00
2459705.000 +2.37418330e+09 -7.05096104e+09 -2.75852124e+09 +5.39133089e+00 -1.18603023e+01 -4.59775000e+00
2459705.250 +2.37429975e+09 -7.05121722e+09 -2.75862056e+09 +5.39131726e+00 -1.18602618e+01 -4.59773415e+00
2459705.500 +2.37441620e+09 -7.05147340e+09 -2.75871987e+09 +5.39130362e+00 -1.18602213e+01 -4.59771830e+00
2459705.750 +2.37453265e+09 -7.05172958e+09 -2.75881918e+09 +5.39128998e+00 -1.18601808e+01 -4.59770246e+00
2459706.000 +2.37464911e+09 -7.05198576e+09 -2.75891849e+09 +5.39127634e+00 -1.18601403e+01 -4.59768661e+00
2459706.250 +2.37476556e+09 -7.05224194e+09 -2.75901780e+09 +5.39126271e+00 -1.18600998e+01 -4.59767077e+00
2459706.500 +2.37488201e+09 -7.05249812e+09 -2.75911711e+09 +5.39124907e+00 -1.18600593e+01 -4.59765493e+00
2459706.750 +2.37499846e+09 -7.05275429e+09 -2.75921642e+09 +5.39123544e+00 -1.18600188e+01 -4.59763909e+00
2459707.000 +2.37511491e+09 -7.05301047e+09 -2.75931572e+09 +5.39122181e+00 -1.18599783e+01 -4.59762325e+00
2459707.250 +2.37523136e+09 -7.05326664e+09 -2.75941503e+09 +5.39120818e+00 -1.18599378e+01 -4.59760741e+00
2459707.500 +2.37534781e+09 -7.05352282e+09 -2.75951434e+09 +5.39119455e+00 -1.18598973e+01 -4.59759157e+00
2459707.750 +2.37546426e+09 -7.05377899e+09 -2.75961365e+09 +5.39118091e+00 -1.18598569e+01 -4.59757574e+00
2459708.000 +2.37558071e+09 -7.05403516e+09 -2.75971296e+09 +5.39116729e+00 -1.18598164e+01 -4.59755990e+00
2459708.250 +2.37569716e+09 -7.05429134e+09 -2.75981226e+09 +5.39115366e+00 -1.18597759e+01 -4.59754407e+00
2459708.500 +2.37581361e+09 -7.05454751e+09 -2.75991157e+09 +5.39114003e+00 -1.18597354e+01 -4.59752824e+00
2459708.750 +2.37593006e+09 -7.05480368e+09 -2.76001088e+09 +5.39112640e+00 -1.18596950e+01 -4.59751240e+00
2459709.000 +2.37604650e+09 -7.05505985e+09 -2.76011018e+09 +5.39111278e+00 -1.18596545e+01 -4.59749657e+00
2459709.250 +2.37616295e+09 -7.05531601e+09 -2.76020949e+09 +5.39109915e+00 -1.18596141e+01 -4.59748075e+00
2459709.500 +2.37627940e+09 -7.05557218e+09 -2.76030879e+09 +5.39108553e+00 -1.18595736e+01 -4.59746492e+00
2459709.750 +2.37639585e+09 -7.05582835e+09 -2.76040810e+09 +5.39107190e+00 -1.18595332e+01 -4.59744909e+00
2459710.000 +2.37651229e+09 -7.05608451e+09 -2.76050740e+09 +5.39105828e+00 -1.18594927e+01 -4.59743327e+00
2459710.250 +2.37662874e+09 -7.05634068e+09 -2.76060671e+09 +5.39104466e+00 -1.18594523e+01 -4.59741744e+00
2459710.500 +2.37674519e+09 -7.05659684e+09 -2.76070601e+09 +5.39103104e+00 -1.18594118e+01 -4.59740162e+00
2459710.750 +2.37686163e+09 -7.05685300e+09 -2.76080532e+09 +5.39101742e+00 -1.18593714e+01 -4.59738580e+00
2459711.000 +2.37697808e+09 -7.05710917e+09 -2.76090462e+09 +5.39100380e+00 -1.18593309e+01 -4.59736998e+00
2459711.250 +2.37709452e+09 -7.05736533e+09 -2.76100392e+09 +5.39099018e+00 -1.18592905e+01 -4.59735416e+00
2459711.500 +2.37721097e+09 -7.05762149e+09 -2.76110323e+09 +5.39097657e+00 -1.18592501e+01 -4.59733834e+00
2459711.750 +2.37732741e+09 -7.05787765e+09 -2.76120253e+09 +5.39096295e+00 -1.18592096e+01 -4.59732252e+00
2459712.000 +2.37744386e+09 -7.05813381e+09 -2.76130183e+09 +5.39094933e+00 -1.18591692e+01 -4.59730671e+00
2459712.250 +2.37756030e+09 -7.05838996e+09 -2.76140113e+09 +5.39093572e+00 -1.18591288e+01 -4.59729089e+00
2459712.500 +2.37767675e+09 -7.05864612e+09 -2.76150043e+09 +5.39092210e+00 -1.18590884e+01 -4.59727508e+00
2459712.750 +2.37779319e+09 -7.05890228e+09 -2.76159973e+09 +5.39090849e+00 -1.18590479e+01 -4.59725927e+00
2459713.000 +2.37790963e+09 -7.05915843e+09 -2.76169903e+09 +5.39089488e+00 -1.18590075e+01 -4.59724346e+00
2459713.250 +2.37802608e+09 -7.05941458e+09 -2.76179833e+09 +5.39088127e+00 -1.18589671e+01 -4.59722765e+00
2459713.500 +2.37814252e+09 -7.05967074e+09 -2.76189763e+09 +5.39086766e+00 -1.18589267e+01 -4.59721184e+00
2459713.750 +2.37825896e+09 -7.05992689e+09 -2.76199693e+09 +5.39085405e+00 -1.18588863e+01 -4.59719603e+00
2459714.000 +2.37837541e+09 -7.06018304e+09 -2.76209623e+09 +5.39084044e+00 -1.18588459e+01 -4.59718023e+00
2459714.250 +2.37849185e+09 -7.06043919e+09 -2.76219553e+09 +5.39082683e+00 -1.18588055e+01 -4.59716442e+00
2459714.500 +2.37860829e+09 -7.06069534e+09 -2.76229483e+09 +5.39081322e+00 -1.18587651e+01 -4.59714862e+00
2459714.750 +2.37872473e+09 -7.06095149e+09 -2.76239413e+09 +5.39079962e+00 -1.18587247e+01 -4.59713282e+00
2459715.000 +2.37884117e+09 -7.06120764e+09 -2.76249343e+09 +5.39078601e+00 -1.18586843e+01 -4.59711702e+00
2459715.250 +2.37895761e+09 -7.06146379e+09 -2.76259272e+09 +5.39077241e+00 -1.18586439e+01 -4.59710122e+00
2459715.500 +2.37907405e+09 -7.06171993e+09 -2.76269202e+09 +5.39075881e+00 -1.18586036e+01 -4.59708542e+00
2459715.750 +2.37919049e+09 -7.06197608e+09 -2.76279132e+09 +5.39074520e+00 -1.18585632e+01 -4.59706962e+00
2459716.000 +2.37930693e+09 -7.06223222e+09 -2.76289062e+09 +5.39073160e+00 -1.18585228e+01 -4.59705382e+00
2459716.250 +2.37942337e+09 -7.06248837e+09 -2.76298991e+09 +5.39071800e+00 -1.18584824e+01 -4.59703803e+00
2459716.500 +2.37953981e+09 -7.06274451e+09 -2.76308921e+09 +5.39070440e+00 -1.18584421e+01 -4.59702223e+00
2459716.750 +2.37965625e+09 -7.06300065e+09 -2.76318850e+09 +5.39069080e+00 -1.18584017e+01 -4.59700644e+00
2459717.000 +2.37977269e+09 -7.06325679e+09 -2.76328780e+09 +5.39067720e+00 -1.18583613e+01 -4.59699065e+00
2459717.250 +2.37988913e+09 -7.06351293e+09 -2.76338709e+09 +5.39066360e+00 -1.18583210e+01 -4.59697486e+00
2459717.500 +2.38000557e+09 -7.06376907e+09 -2.76348639e+09 +5.39065001e+00 -1.18582806e+01 -4.59695907e+00
2459717.750 +2.38012200e+09 -7.06402521e+09 -2.76358568e+09 +5.39063641e+00 -1.18582402e+01 -4.59694328e+00
2459718.000 +2.38023844e+09 -7.06428135e+09 -2.76368498e+09 +5.39062282e+00 -1.18581999e+01 -4.59692750e+00
2459718.250 +2.38035488e+09 -7.06453748e+09 -2.76378427e+09 +5.39060922e+00 -1.18581595e+01 -4.59691171e+00
2459718.500 +2.38047132e+09 -7.06479362e+09 -2.76388356e+09 +5.39059563e+00 -1.18581192e+01 -4.59689593e+00
2459718.750 +2.38058775e+09 -7.06504975e+09 -2.76398285e+09 +5.39058204e+00 -1.18580789e+01 -4.59688014e+00
2459719.000 +2.38070419e+09 -7.06530589e+09 -2.76408215e+09 +5.39056845e+00 -1.18580385e+01 -4.59686436e+00
2459719.250 +2.38082063e+09 -7.06556202e+09 -2.76418144e+09 +5.39055486e+00 -1.18579982e+01 -4.59684858e+00
2459719.500 +2.38093706e+09 -7.06581815e+09 -2.76428073e+09 +5.39054127e+00 -1.18579578e+01 -4.59683280e+00
2459719.750 +2.38105350e+09 -7.06607429e+09 -2.76438002e+09 +5.39052768e+00 -1.18579175e+01 -4.59681702e+00
2459720.000 +2.38116993e+09 -7.06633042e+09 -2.76447931e+09 +5.39051409e+00 -1.18578772e+01 -4.59680125e+00
2459720.250 +2.38128637e+09 -7.06658655e+09 -2.76457860e+09 +5.39050050e+00 -1.18578369e+01 -4.59678547e+00
2459720.500 +2.38140280e+09 -7.06684267e+09 -2.76467789e+09 +5.39048692e+00 -1.18577965e+01 -4.59676970e+00
2459720.750 +2.38151924e+09 -7.06709880e+09 -2.76477718e+09 +5.39047333e+00 -1.18577562e+01 -4.59675392e+00
2459721.000 +2.38163567e+09 -7.06735493e+09 -2.76487647e+09 +5.39045974e+00 -1.18577159e+01 -4.59673815e+00
2459721.250 +2.38175210e+09 -7.06761106e+09 -2.76497576e+09 +5.39044616e+00 -1.18576756e+01 -4.59672238e+00
2459721.500 +2.38186854e+09 -7.06786718e+09 -2.76507505e+09 +5.39043258e+00 -1.18576353e+01 -4.59670661e+00
2459721.750 +2.38198497e+09 -7.06812331e+09 -2.76517434e+09 +5.39041900e+00 -1.18575950e+01 -4.59669084e+00
2459722.000 +2.38210140e+09 -7.06837943e+09 -2.76527363e+09 +5.39040541e+00 -1.18575547e+01 -4.59667507e+00
2459722.250 +2.38221784e+09 -7.06863555e+09 -2.76537292e+09 +5.39039183e+00 -1.18575144e+01 -4.59665931e+00
2459722.500 +2.38233427e+09 -7.06889167e+09 -2.76547221e+09 +5.39037825e+00 -1.18574741e+01 -4.59664354e+00
2459722.750 +2.38245070e+09 -7.06914780e+09 -2.76557149e+09 +5.39036468e+00 -1.18574338e+01 -4.59662778e+00
2459723.000 +2.38256713e+09 -7.06940392e+09 -2.76567078e+09 +5.39035110e+00 -1.18573935e+01 -4.59661202e+00
2459723.250 +2.38268356e+09 -7.06966003e+09 -2.76577007e+09 +5.39033752e+00 -1.18573532e+01 -4.59659626e+00
2459723.500 +2.38280000e+09 -7.06991615e+09 -2.76586935e+09 +5.39032395e+00 -1.18573129e+01 -4.59658050e+00
2459723.750 +2.38291643e+09 -7.07017227e+09 -2.76596864e+09 +5.39031037e+00 -1.18572726e+01 -4.59656474e+00
2459724.000 +2.38303286e+09 -7.07042839e+09 -2.76606792e+09 +5.39029680e+00 -1.18572324e+01 -4.59654898e+00
2459724.250 +2.38314929e+09 -7.07068450e+09 -2.76616721e+09 +5.39028322e+00 -1.18571921e+01 -4.59653322e+00
2459724.500 +2.38326572e+09 -7.07094062e+09 -2.76626649e+09 +5.39026965e+00 -1.18571518e+01 -4.59651747e+00
2459724.750 +2.38338215e+09 -7.07119673e+09 -2.76636578e+09 +5.39025608e+00 -1.18571115e+01 -4.59650171e+00
2459725.000 +2.38349858e+09 -7.07145284e+09 -2.76646506e+09 +5.39024251e+00 -1.18570713e+01 -4.59648596e+00
2459725.250 +2.38361501e+09 -7.07170896e+09 -2.76656435e+09 +5.39022894e+00 -1.18570310e+01 -4.59647021e+00
2459725.500 +2.38373143e+09 -7.07196507e+09 -2.76666363e+09 +5.39021537e+00 -1.18569907e+01 -4.59645446e+00
2459725.750 +2.38384786e+09 -7.07222118e+09 -2.76676291e+09 +5.39020180e+00 -1.18569505e+01 -4.59643871e+00
2459726.000 +2.38396429e+09 -7.07247729e+09 -2.76686220e+09 +5.39018823e+00 -1.18569102e+01 -4.59642296e+00
2459726.250 +2.38408072e+09 -7.07273340e+09 -2.76696148e+09 +5.39017466e+00 -1.18568700e+01 -4.59640721e+00
2459726.500 +2.38419715e+09 -7.07298951e+09 -2.76706076e+09 +5.39016110e+00 -1.18568297e+01 -4.59639147e+00
2459726.750 +2.38431357e+09 -7.07324561e+09 -2.76716004e+09 +5.39014753e+00 -1.18567895e+01 -4.59637572e+00
2459727.000 +2.38443000e+09 -7.07350172e+09 -2.76725933e+09 +5.39013397e+00 -1.18567492e+01 -4.59635998e+00
2459727.250 +2.38454643e+09 -7.07375782e+09 -2.76735861e+09 +5.39012041e+00 -1.18567090e+01 -4.59634424e+00
2459727.500 +2.38466285e+09 -7.07401393e+09 -2.76745789e+09 +5.39010684e+00 -1.18566688e+01 -4.59632849e+00
2459727.750 +2.38477928e+09 -7.07427003e+09 -2.76755717e+09 +5.39009328e+00 -1.18566285e+01 -4.59631275e+00
2459728.000 +2.38489571e+09 -7.07452614e+09 -2.76765645e+09 +5.39007972e+00 -1.18565883e+01 -4.59629702e+00
2459728.250 +2.38501213e+09 -7.07478224e+09 -2.76775573e+09 +5.39006616e+00 -1.18565481e+01 -4.59628128e+00
2459728.500 +2.38512856e+09 -7.07503834e+09 -2.76785501e+09 +5.39005260e+00 -1.18565078e+01 -4.59626554e+00
2459728.750 +2.38524498e+09 -7.07529444e+09 -2.76795429e+09 +5.39003905e+00 -1.18564676e+01 -4.59624981e+00
2459729.000 +2.38536141e+09 -7.07555054e+09 -2.76805357e+09 +5.39002549e+00 -1.18564274e+01 -4.59623407e+00
2459729.250 +2.38547783e+09 -7.07580664e+09 -2.76815284e+09 +5.39001193e+00 -1.18563872e+01 -4.59621834e+00
2459729.500 +2.38559426e+09 -7.07606273e+09 -2.76825212e+09 +5.38999838e+00 -1.18563470e+01 -4.59620261e+00
2459729.750 +2.38571068e+09 -7.07631883e+09 -2.76835140e+09 +5.38998482e+00 -1.18563068e+01 -4.59618688e+00
2459730.000 +2.38582710e+09 -7.07657493e+09 -2.76845068e+09 +5.38997127e+00 -1.18562666e+01 -4.59617115e+00
2459730.250 +2.38594353e+09 -7.07683102e+09 -2.76854995e+09 +5.38995771e+00 -1.18562264e+01 -4.59615542e+00
2459730.500 +2.38605995e+09 -7.07708711e+09 -2.76864923e+09 +5.38994416e+00 -1.18561862e+01 -4.59613970e+00
2459730.750 +2.38617637e+09 -7.07734321e+09 -2.76874851e+09 +5.38993061e+00 -1.18561460e+01 -4.59612397e+00
2459731.000 +2.38629279e+09 -7.07759930e+09 -2.76884778e+09 +5.38991706e+00 -1.18561058e+01 -4.59610825e+00
2459731.250 +2.38640922e+09 -7.07785539e+09 -2.76894706e+09 +5.38990351e+00 -1.18560656e+01 -4.59609252e+00
2459731.500 +2.38652564e+09 -7.07811148e+09 -2.76904633e+09 +5.38988996e+00 -1.18560254e+01 -4.59607680e+00
2459731.750 +2.38664206e+09 -7.07836757e+09 -2.76914561e+09 +5.38987641e+00 -1.18559852e+01 -4.59606108e+00
2459732.000 +2.38675848e+09 -7.07862366e+09 -2.76924488e+09 +5.38986287e+00 -1.18559450e+01 -4.59604536e+00
2459732.250 +2.38687490e+09 -7.07887975e+09 -2.76934416e+09 +5.38984932e+00 -1.18559048e+01 -4.59602964e+00
2459732.500 +2.38699132e+09 -7.07913584e+09 -2.76944343e+09 +5.38983578e+00 -1.18558647e+01 -4.59601392e+00
2459732.750 +2.38710774e+09 -7.07939192e+09 -2.76954271e+09 +5.38982223e+00 -1.18558245e+01 -4.59599821e+00
2459733.000 +2.38722416e+09 -7.07964801e+09 -2.76964198e+09 +5.38980869e+00 -1.18557843e+01 -4.59598249e+00
2459733.250 +2.38734058e+09 -7.07990409e+09 -2.76974125e+09 +5.38979515e+00 -1.18557442e+01 -4.59596678e+00
2459733.500 +2.38745700e+09 -7.08016018e+09 -2.76984053e+09 +5.38978160e+00 -1.18557040e+01 -4.59595107e+00
2459733.750 +2.38757342e+09 -7.08041626e+09 -2.76993980e+09 +5.38976806e+00 -1.18556638e+01 -4.59593536e+00
2459734.000 +2.38768984e+09 -7.08067234e+09 -2.77003907e+09 +5.38975452e+00 -1.18556237e+01 -4.59591965e+00
2459734.250 +2.38780626e+09 -7.08092842e+09 -2.77013834e+09 +5.38974098e+00 -1.18555835e+01 -4.59590394e+00
2459734.500 +2.38792268e+09 -7.08118450e+09 -2.77023761e+09 +5.38972744e+00 -1.18555434e+01 -4.59588823e+00
2459734.750 +2.38803909e+09 -7.08144058e+09 -2.77033688e+09 +5.38971391e+00 -1.18555032e+01 -4.59587252e+00
2459735.000 +2.38815551e+09 -7.08169666e+09 -2.77043616e+09 +5.38970037e+00 -1.18554631e+01 -4.59585682e+00
2459735.250 +2.38827193e+09 -7.08195274e+09 -2.77053543e+09 +5.38968683e+00 -1.18554229e+01 -4.59584112e+00
2459735.500 +2.38838835e+09 -7.08220881e+09 -2.77063470e+09 +5.38967330e+00 -1.18553828e+01 -4.59582541e+00
2459735.750 +2.38850476e+09 -7.08246489e+09 -2.77073397e+09 +5.38965976e+00 -1.18553427e+01 -4.59580971e+00
2459736.000 +2.38862118e+09 -7.08272096e+09 -2.77083323e+09 +5.38964623e+00 -1.18553025e+01 -4.59579401e+00
2459736.250 +2.38873760e+09 -7.08297704e+09 -2.77093250e+09 +5.38963270e+00 -1.18552624e+01 -4.59577831e+00
2459736.500 +2.38885401e+09 -7.08323311e+09 -2.77103177e+09 +5.38961917e+00 -1.18552223e+01 -4.59576261e+00
2459736.750 +2.38897043e+09 -7.08348918e+09 -2.77113104e+09 +5.38960564e+00 -1.18551821e+01 -4.59574692e+00
2459737.000 +2.38908684e+09 -7.08374526e+09 -2.77123031e+09 +5.38959211e+00 -1.18551420e+01 -4.59573122e+00
2459737.250 +2.38920326e+09 -7.08400133e+09 -2.77132958e+09 +5.38957858e+00 -1.18551019e+01 -4.59571553e+00
2459737.500 +2.38931967e+09 -7.08425740e+09 -2.77142884e+09 +5.38956505e+00 -1.18550618e+01 -4.59569983e+00
2459737.750 +2.38943609e+09 -7.08451347e+09 -2.77152811e+09 +5.38955152e+00 -1.18550217e+01 -4.59568414e+00
2459738.000 +2.38955250e+09 -7.08476953e+09 -2.77162738e+09 +5.38953799e+00 -1.18549816e+01 -4.59566845e+00
2459738.250 +2.38966891e+09 -7.08502560e+09 -2.77172664e+09 +5.38952447e+00 -1.18549415e+01 -4.59565276e+00
2459738.500 +2.38978533e+09 -7.08528167e+09 -2.77182591e+09 +5.38951094e+00 -1.18549014e+01 -4.59563707e+00
