#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
5/11/24,2702308724,-7803762709,-3047582201,8802780363,58.84,5.287904,-11.746615,-4.542663,13.659454
5/12/24,2702765596,-7804777611,-3047974685,8803956219,58.85,5.287845,-11.746499,-4.542617,13.659316
5/13/24,2703222463,-7805792504,-3048367165,8805132065,58.86,5.287787,-11.746382,-4.542572,13.659178
5/14/24,2703679326,-7806807386,-3048759641,8806307899,58.87,5.287728,-11.746265,-4.542526,13.659039
5/15/24,2704136183,-7807822259,-3049152114,8807483723,58.87,5.287669,-11.746149,-4.542481,13.658901
5/16/24,2704593035,-7808837121,-3049544582,8808659536,58.88,5.287611,-11.746032,-4.542436,13.658764
5/17/24,2705049882,-7809851973,-3049937047,8809835338,58.89,5.287552,-11.745916,-4.54239,13.658626
5/18/24,2705506724,-7810866815,-3050329507,8811011130,58.90,5.287494,-11.7458,-4.542345,13.658488
5/19/24,2705963561,-7811881647,-3050721964,8812186911,58.91,5.287435,-11.745683,-4.5423,13.658351
5/20/24,2706420393,-7812896469,-3051114417,8813362682,58.91,5.287377,-11.745567,-4.542254,13.658213
5/21/24,2706877220,-7813911281,-3051506865,8814538442,58.92,5.287319,-11.745451,-4.542209,13.658076
5/22/24,2707334041,-7814926083,-3051899310,8815714191,58.93,5.28726,-11.745336,-4.542164,13.657938
5/23/24,2707790858,-7815940875,-3052291751,8816889930,58.94,5.287202,-11.74522,-4.542119,13.657801
5/24/24,2708247670,-7816955657,-3052684188,8818065658,58.95,5.287144,-11.745104,-4.542074,13.657664
5/25/24,2708704477,-7817970429,-3053076622,8819241375,58.95,5.287085,-11.744988,-4.542029,13.657527
5/26/24,2709161278,-7818985191,-3053469051,8820417082,58.96,5.287027,-11.744873,-4.541984,13.65739
5/27/24,2709618075,-7819999943,-3053861477,8821592778,58.97,5.286969,-11.744757,-4.541939,13.657254
5/28/24,2710074867,-7821014685,-3054253898,8822768464,58.98,5.286911,-11.744642,-4.541894,13.657117
5/29/24,2710531653,-7822029417,-3054646316,8823944139,58.98,5.286853,-11.744527,-4.54185,13.656981
5/30/24,2710988435,-7823044139,-3055038730,8825119803,58.99,5.286795,-11.744412,-4.541805,13.656844
5/31/24,2711445211,-7824058852,-3055431140,8826295457,59.00,5.286737,-11.744297,-4.54176,13.656708
6/1/24,2711901983,-7825073554,-3055823546,8827471101,59.01,5.286679,-11.744182,-4.541716,13.656572
6/2/24,2712358749,-7826088246,-3056215948,8828646734,59.02,5.286621,-11.744067,-4.541671,13.656436
6/3/24,2712815511,-7827102929,-3056608347,8829822356,59.02,5.286563,-11.743953,-4.541626,13.656301
6/4/24,2713272267,-7828117601,-3057000741,8830997968,59.03,5.286505,-11.743838,-4.541582,13.656165
6/5/24,2713729019,-7829132264,-3057393132,8832173569,59.04,5.286448,-11.743724,-4.541538,13.65603
6/6/24,2714185765,-7830146917,-3057785519,8833349160,59.05,5.28639,-11.74361,-4.541493,13.655894
6/7/24,2714642507,-7831161560,-3058177902,8834524741,59.06,5.286333,-11.743496,-4.541449,13.655759
6/8/24,2715099244,-7832176193,-3058570281,8835700311,59.06,5.286275,-11.743382,-4.541405,13.655625
6/9/24,2715555976,-7833190816,-3058962657,8836875871,59.07,5.286218,-11.743268,-4.541361,13.65549
6/10/24,2716012702,-7834205430,-3059355029,8838051420,59.08,5.286161,-11.743154,-4.541317,13.655355
6/11/24,2716469424,-7835220033,-3059747396,8839226959,59.09,5.286104,-11.74304,-4.541273,13.655221
6/12/24,2716926141,-7836234627,-3060139761,8840402487,59.09,5.286048,-11.742927,-4.541229,13.655087
6/13/24,2717382853,-7837249211,-3060532121,8841578006,59.10,5.285991,-11.742813,-4.541185,13.654952
6/14/24,2717839561,-7838263785,-3060924477,8842753513,59.11,5.285935,-11.7427,-4.541141,13.654819
6/15/24,2718296263,-7839278349,-3061316830,8843929011,59.12,5.285879,-11.742586,-4.541097,13.654685
6/16/24,2718752960,-7840292904,-3061709179,8845104498,59.13,5.285823,-11.742473,-4.541054,13.654551
6/17/24,2719209653,-7841307449,-3062101524,8846279975,59.13,5.285767,-11.74236,-4.54101,13.654417
6/18/24,2719666341,-7842321984,-3062493865,8847455441,59.14,5.285711,-11.742246,-4.540966,13.654284
6/19/24,2720123024,-7843336509,-3062886203,8848630897,59.15,5.285656,-11.742133,-4.540922,13.65415
6/20/24,2720579702,-7844351024,-3063278537,8849806343,59.16,5.2856,-11.74202,-4.540879,13.654017
6/21/24,2721036376,-7845365530,-3063670867,8850981778,59.17,5.285545,-11.741906,-4.540835,13.653883
6/22/24,2721493044,-7846380026,-3064063193,8852157203,59.17,5.28549,-11.741793,-4.540791,13.65375
6/23/24,2721949708,-7847394512,-3064455516,8853332618,59.18,5.285435,-11.741679,-4.540747,13.653617
6/24/24,2722406368,-7848408988,-3064847834,8854508022,59.19,5.28538,-11.741566,-4.540703,13.653483
6/25/24,2722863022,-7849423454,-3065240149,8855683417,59.20,5.285326,-11.741453,-4.54066,13.65335
6/26/24,2723319672,-7850437911,-3065632460,8856858800,59.20,5.285271,-11.741339,-4.540616,13.653217
6/27/24,2723776317,-7851452358,-3066024767,8858034174,59.21,5.285216,-11.741226,-4.540572,13.653083
6/28/24,2724232957,-7852466795,-3066417071,8859209537,59.22,5.285162,-11.741112,-4.540528,13.65295
6/29/24,2724689593,-7853481222,-3066809371,8860384890,59.23,5.285107,-11.740998,-4.540484,13.652817
6/30/24,2725146224,-7854495639,-3067201667,8861560232,59.24,5.285053,-11.740885,-4.54044,13.652683
7/1/24,2725602850,-7855510047,-3067593959,8862735565,59.24,5.284999,-11.740771,-4.540397,13.65255
7/2/24,2726059472,-7856524444,-3067986247,8863910886,59.25,5.284945,-11.740657,-4.540353,13.652417
7/3/24,2726516089,-7857538832,-3068378532,8865086198,59.26,5.28489,-11.740544,-4.540309,13.652283
7/4/24,2726972701,-7858553210,-3068770813,8866261499,59.27,5.284836,-11.74043,-4.540265,13.65215
7/5/24,2727429308,-7859567579,-3069163090,8867436790,59.28,5.284782,-11.740316,-4.540221,13.652017
7/6/24,2727885911,-7860581937,-3069555363,8868612071,59.28,5.284728,-11.740203,-4.540177,13.651883
7/7/24,2728342509,-7861596286,-3069947632,8869787341,59.29,5.284674,-11.740089,-4.540133,13.65175
7/8/24,2728799103,-7862610625,-3070339898,8870962601,59.30,5.28462,-11.739975,-4.540089,13.651617
7/9/24,2729255692,-7863624953,-3070732160,8872137850,59.31,5.284567,-11.739862,-4.540045,13.651484
7/10/24,2729712276,-7864639273,-3071124418,8873313090,59.31,5.284513,-11.739748,-4.540001,13.65135
7/11/24,2730168856,-7865653582,-3071516672,8874488319,59.32,5.284459,-11.739634,-4.539957,13.651217
7/12/24,2730625430,-7866667881,-3071908922,8875663537,59.33,5.284405,-11.73952,-4.539914,13.651084
7/13/24,2731082001,-7867682171,-3072301169,8876838745,59.34,5.284351,-11.739407,-4.53987,13.650951
7/14/24,2731538566,-7868696451,-3072693412,8878013943,59.35,5.284298,-11.739293,-4.539826,13.650818
7/15/24,2731995127,-7869710721,-3073085651,8879189131,59.35,5.284244,-11.739179,-4.539782,13.650684
7/16/24,2732451684,-7870724981,-3073477886,8880364308,59.36,5.284191,-11.739065,-4.539738,13.650551
7/17/24,2732908236,-7871739231,-3073870117,8881539475,59.37,5.284137,-11.738952,-4.539694,13.650418
7/18/24,2733364783,-7872753472,-3074262345,8882714632,59.38,5.284084,-11.738838,-4.53965,13.650285
7/19/24,2733821325,-7873767703,-3074654569,8883889778,59.39,5.28403,-11.738724,-4.539606,13.650152
7/20/24,2734277863,-7874781923,-3075046789,8885064914,59.39,5.283977,-11.73861,-4.539562,13.650019
7/21/24,2734734396,-7875796134,-3075439005,8886240040,59.40,5.283923,-11.738497,-4.539518,13.649885
7/22/24,2735190925,-7876810336,-3075831218,8887415155,59.41,5.28387,-11.738383,-4.539474,13.649752
7/23/24,2735647449,-7877824527,-3076223426,8888590260,59.42,5.283817,-11.738269,-4.53943,13.649619
7/24/24,2736103968,-7878838709,-3076615631,8889765355,59.42,5.283763,-11.738155,-4.539386,13.649486
7/25/24,2736560483,-7879852880,-3077007832,8890940439,59.43,5.28371,-11.738042,-4.539342,13.649353
7/26/24,2737016994,-7880867042,-3077400029,8892115513,59.44,5.283657,-11.737928,-4.539298,13.64922
7/27/24,2737473499,-7881881194,-3077792223,8893290577,59.45,5.283603,-11.737814,-4.539254,13.649087
7/28/24,2737930000,-7882895336,-3078184413,8894465630,59.46,5.28355,-11.7377,-4.53921,13.648954
7/29/24,2738386497,-7883909469,-3078576598,8895640673,59.46,5.283497,-11.737586,-4.539166,13.648821
7/30/24,2738842989,-7884923591,-3078968780,8896815706,59.47,5.283444,-11.737473,-4.539122,13.648687
7/31/24,2739299476,-7885937704,-3079360959,8897990728,59.48,5.283391,-11.737359,-4.539078,13.648554
8/1/24,2739755958,-7886951807,-3079753133,8899165741,59.49,5.283338,-11.737245,-4.539034,13.648421
8/2/24,2740212436,-7887965900,-3080145304,8900340742,59.50,5.283284,-11.737131,-4.53899,13.648288
8/3/24,2740668910,-7888979983,-3080537470,8901515734,59.50,5.283231,-11.737017,-4.538946,13.648155
8/4/24,2741125379,-7889994057,-3080929633,8902690715,59.51,5.283178,-11.736904,-4.538902,13.648022
8/5/24,2741581843,-7891008120,-3081321793,8903865685,59.52,5.283125,-11.73679,-4.538858,13.647889
8/6/24,2742038303,-7892022174,-3081713948,8905040646,59.53,5.283072,-11.736676,-4.538814,13.647756
8/7/24,2742494758,-7893036218,-3082106100,8906215596,59.53,5.283019,-11.736562,-4.53877,13.647623
8/8/24,2742951209,-7894050252,-3082498248,8907390536,59.54,5.282966,-11.736448,-4.538726,13.64749
8/9/24,2743407654,-7895064276,-3082890391,8908565465,59.55,5.282913,-11.736335,-4.538682,13.647357
8/10/24,2743864096,-7896078290,-3083282532,8909740384,59.56,5.282859,-11.736221,-4.538637,13.647224
8/11/24,2744320533,-7897092295,-3083674668,8910915293,59.57,5.282806,-11.736107,-4.538593,13.64709
8/12/24,2744776965,-7898106290,-3084066801,8912090191,59.57,5.282753,-11.735993,-4.538549,13.646957
8/13/24,2745233392,-7899120275,-3084458929,8913265080,59.58,5.2827,-11.735879,-4.538505,13.646824
8/14/24,2745689815,-7900134250,-3084851054,8914439957,59.59,5.282647,-11.735766,-4.538461,13.646691
8/15/24,2746146234,-7901148215,-3085243175,8915614825,59.60,5.282594,-11.735652,-4.538417,13.646558
8/16/24,2746602648,-7902162170,-3085635293,8916789682,59.61,5.282541,-11.735538,-4.538373,13.646425
8/17/24,2747059057,-7903176116,-3086027406,8917964529,59.61,5.282487,-11.735424,-4.538329,13.646292
8/18/24,2747515461,-7904190052,-3086419516,8919139365,59.62,5.282434,-11.735311,-4.538285,13.646159
8/19/24,2747971861,-7905203978,-3086811622,8920314191,59.63,5.282381,-11.735197,-4.538241,13.646026
8/20/24,2748428257,-7906217894,-3087203724,8921489007,59.64,5.282328,-11.735083,-4.538197,13.645893
8/21/24,2748884648,-7907231800,-3087595822,8922663812,59.64,5.282274,-11.73497,-4.538153,13.64576
8/22/24,2749341034,-7908245696,-3087987917,8923838607,59.65,5.282221,-11.734856,-4.538109,13.645627
8/23/24,2749797415,-7909259583,-3088380008,8925013392,59.66,5.282167,-11.734742,-4.538065,13.645494
8/24/24,2750253792,-7910273460,-3088772095,8926188166,59.67,5.282114,-11.734629,-4.538021,13.645361
8/25/24,2750710165,-7911287327,-3089164178,8927362931,59.68,5.28206,-11.734515,-4.537977,13.645228
8/26/24,2751166532,-7912301184,-3089556257,8928537684,59.68,5.282007,-11.734402,-4.537933,13.645095
8/27/24,2751622895,-7913315032,-3089948333,8929712428,59.69,5.281953,-11.734289,-4.537889,13.644962
8/28/24,2752079254,-7914328869,-3090340404,8930887161,59.70,5.2819,-11.734175,-4.537845,13.64483
8/29/24,2752535608,-7915342697,-3090732472,8932061884,59.71,5.281846,-11.734062,-4.537801,13.644697
8/30/24,2752991957,-7916356515,-3091124536,8933236597,59.71,5.281793,-11.733949,-4.537758,13.644565
8/31/24,2753448301,-7917370324,-3091516597,8934411299,59.72,5.281739,-11.733836,-4.537714,13.644432
9/1/24,2753904641,-7918384122,-3091908653,8935585991,59.73,5.281686,-11.733723,-4.53767,13.6443
9/2/24,2754360977,-7919397911,-3092300706,8936760673,59.74,5.281632,-11.73361,-4.537626,13.644167
9/3/24,2754817307,-7920411690,-3092692755,8937935344,59.75,5.281578,-11.733498,-4.537583,13.644035
9/4/24,2755273633,-7921425459,-3093084800,8939110005,59.75,5.281525,-11.733385,-4.537539,13.643903
9/5/24,2755729955,-7922439219,-3093476842,8940284656,59.76,5.281471,-11.733272,-4.537496,13.643771
9/6/24,2756186272,-7923452969,-3093868880,8941459297,59.77,5.281418,-11.73316,-4.537452,13.643639
9/7/24,2756642584,-7924466709,-3094260914,8942633927,59.78,5.281365,-11.733047,-4.537409,13.643507
9/8/24,2757098892,-7925480439,-3094652944,8943808548,59.79,5.281311,-11.732935,-4.537365,13.643375
9/9/24,2757555195,-7926494160,-3095044970,8944983157,59.79,5.281258,-11.732823,-4.537322,13.643244
9/10/24,2758011493,-7927507871,-3095436993,8946157757,59.80,5.281205,-11.73271,-4.537278,13.643112
9/11/24,2758467787,-7928521572,-3095829012,8947332347,59.81,5.281152,-11.732598,-4.537235,13.64298
9/12/24,2758924076,-7929535264,-3096221027,8948506926,59.82,5.281099,-11.732486,-4.537192,13.642849
9/13/24,2759380361,-7930548946,-3096613039,8949681495,59.82,5.281046,-11.732373,-4.537148,13.642718
9/14/24,2759836641,-7931562618,-3097005046,8950856054,59.83,5.280993,-11.732261,-4.537105,13.642586
9/15/24,2760292916,-7932576281,-3097397050,8952030603,59.84,5.28094,-11.732149,-4.537061,13.642455
9/16/24,2760749187,-7933589933,-3097789051,8953205142,59.85,5.280887,-11.732037,-4.537018,13.642323
9/17/24,2761205454,-7934603577,-3098181047,8954379670,59.86,5.280834,-11.731924,-4.536975,13.642192
9/18/24,2761661715,-7935617210,-3098573040,8955554188,59.86,5.280782,-11.731812,-4.536931,13.642061
9/19/24,2762117973,-7936630834,-3098965029,8956728696,59.87,5.280729,-11.7317,-4.536888,13.641929
9/20/24,2762574225,-7937644448,-3099357014,8957903194,59.88,5.280676,-11.731588,-4.536845,13.641798
9/21/24,2763030473,-7938658052,-3099748996,8959077681,59.89,5.280624,-11.731475,-4.536801,13.641666
9/22/24,2763486717,-7939671647,-3100140973,8960252159,59.90,5.280571,-11.731363,-4.536758,13.641535
9/23/24,2763942956,-7940685231,-3100532947,8961426626,59.90,5.280518,-11.731251,-4.536714,13.641403
9/24/24,2764399191,-7941698807,-3100924918,8962601083,59.91,5.280465,-11.731138,-4.536671,13.641272
9/25/24,2764855420,-7942712372,-3101316884,8963775529,59.92,5.280412,-11.731026,-4.536627,13.64114
9/26/24,2765311646,-7943725928,-3101708847,8964949966,59.93,5.28036,-11.730914,-4.536584,13.641009
9/27/24,2765767867,-7944739474,-3102100806,8966124392,59.93,5.280307,-11.730801,-4.53654,13.640877
9/28/24,2766224083,-7945753010,-3102492761,8967298808,59.94,5.280254,-11.730689,-4.536497,13.640746
9/29/24,2766680295,-7946766537,-3102884712,8968473214,59.95,5.280201,-11.730577,-4.536453,13.640614
9/30/24,2767136502,-7947780054,-3103276660,8969647609,59.96,5.280148,-11.730464,-4.53641,13.640483
10/1/24,2767592704,-7948793561,-3103668604,8970821995,59.97,5.280095,-11.730352,-4.536366,13.640351
10/2/24,2768048902,-7949807059,-3104060544,8971996370,59.97,5.280042,-11.73024,-4.536323,13.64022
10/3/24,2768505095,-7950820547,-3104452481,8973170735,59.98,5.279989,-11.730128,-4.53628,13.640089
10/4/24,2768961284,-7951834025,-3104844413,8974345090,59.99,5.279936,-11.730016,-4.536236,13.639957
10/5/24,2769417468,-7952847494,-3105236342,8975519434,60.00,5.279882,-11.729904,-4.536193,13.639826
10/6/24,2769873648,-7953860953,-3105628267,8976693768,60.01,5.279829,-11.729792,-4.536149,13.639694
10/7/24,2770329823,-7954874402,-3106020189,8977868093,60.01,5.279776,-11.72968,-4.536106,13.639563
10/8/24,2770785993,-7955887841,-3106412107,8979042406,60.02,5.279723,-11.729568,-4.536062,13.639432
10/9/24,2771242159,-7956901271,-3106804020,8980216710,60.03,5.279669,-11.729456,-4.536019,13.639301
10/10/24,2771698320,-7957914691,-3107195931,8981391004,60.04,5.279616,-11.729345,-4.535976,13.63917
10/11/24,2772154476,-7958928102,-3107587837,8982565287,60.04,5.279562,-11.729233,-4.535932,13.639038
10/12/24,2772610628,-7959941503,-3107979740,8983739560,60.05,5.279509,-11.729121,-4.535889,13.638907
10/13/24,2773066775,-7960954894,-3108371639,8984913823,60.06,5.279455,-11.72901,-4.535846,13.638776
10/14/24,2773522918,-7961968276,-3108763534,8986088076,60.07,5.279402,-11.728898,-4.535803,13.638645
10/15/24,2773979056,-7962981648,-3109155425,8987262319,60.08,5.279348,-11.728787,-4.535759,13.638514
10/16/24,2774435189,-7963995010,-3109547313,8988436551,60.08,5.279295,-11.728676,-4.535716,13.638384
10/17/24,2774891318,-7965008363,-3109939197,8989610773,60.09,5.279241,-11.728565,-4.535673,13.638253
10/18/24,2775347442,-7966021706,-3110331077,8990784986,60.10,5.279187,-11.728453,-4.53563,13.638122
10/19/24,2775803562,-7967035040,-3110722954,8991959188,60.11,5.279134,-11.728342,-4.535587,13.637992
10/20/24,2776259677,-7968048364,-3111114827,8993133380,60.12,5.27908,-11.728231,-4.535544,13.637861
10/21/24,2776715787,-7969061678,-3111506696,8994307561,60.12,5.279026,-11.728121,-4.535501,13.63773
10/22/24,2777171892,-7970074983,-3111898561,8995481733,60.13,5.278972,-11.72801,-4.535458,13.6376
10/23/24,2777627993,-7971088278,-3112290423,8996655894,60.14,5.278918,-11.727899,-4.535415,13.63747
10/24/24,2778084089,-7972101564,-3112682281,8997830046,60.15,5.278865,-11.727788,-4.535372,13.63734
10/25/24,2778540181,-7973114840,-3113074135,8999004187,60.15,5.278811,-11.727678,-4.535329,13.637209
10/26/24,2778996268,-7974128107,-3113465986,9000178318,60.16,5.278757,-11.727568,-4.535286,13.637079
10/27/24,2779452350,-7975141364,-3113857833,9001352439,60.17,5.278703,-11.727457,-4.535243,13.636949
10/28/24,2779908428,-7976154611,-3114249676,9002526550,60.18,5.278649,-11.727347,-4.5352,13.636819
10/29/24,2780364501,-7977167849,-3114641515,9003700651,60.19,5.278595,-11.727237,-4.535157,13.63669
10/30/24,2780820569,-7978181078,-3115033351,9004874742,60.19,5.278541,-11.727127,-4.535115,13.63656
10/31/24,2781276633,-7979194297,-3115425183,9006048823,60.20,5.278487,-11.727017,-4.535072,13.63643
11/1/24,2781732692,-7980207506,-3115817011,9007222894,60.21,5.278433,-11.726907,-4.535029,13.636301
11/2/24,2782188746,-7981220706,-3116208836,9008396954,60.22,5.278379,-11.726797,-4.534987,13.636171
11/3/24,2782644796,-7982233897,-3116600657,9009571005,60.23,5.278325,-11.726688,-4.534944,13.636042
11/4/24,2783100840,-7983247078,-3116992474,9010745046,60.23,5.278271,-11.726578,-4.534902,13.635913
11/5/24,2783556881,-7984260249,-3117384288,9011919076,60.24,5.278217,-11.726469,-4.534859,13.635784
11/6/24,2784012916,-7985273412,-3117776098,9013093097,60.25,5.278163,-11.72636,-4.534817,13.635655
11/7/24,2784468947,-7986286564,-3118167904,9014267108,60.26,5.278109,-11.72625,-4.534774,13.635526
11/8/24,2784924974,-7987299708,-3118559707,9015441108,60.26,5.278055,-11.726141,-4.534732,13.635397
11/9/24,2785380995,-7988312842,-3118951506,9016615099,60.27,5.278001,-11.726032,-4.53469,13.635268
11/10/24,2785837012,-7989325966,-3119343301,9017789080,60.28,5.277947,-11.725924,-4.534647,13.63514
11/11/24,2786293025,-7990339081,-3119735093,9018963050,60.29,5.277893,-11.725815,-4.534605,13.635011
11/12/24,2786749032,-7991352187,-3120126881,9020137011,60.30,5.277839,-11.725706,-4.534563,13.634883
11/13/24,2787205035,-7992365283,-3120518666,9021310962,60.30,5.277785,-11.725598,-4.534521,13.634755
11/14/24,2787661034,-7993378370,-3120910446,9022484903,60.31,5.277731,-11.725489,-4.534479,13.634627
11/15/24,2788117027,-7994391448,-3121302224,9023658834,60.32,5.277677,-11.725381,-4.534437,13.634499
11/16/24,2788573016,-7995404516,-3121693997,9024832755,60.33,5.277623,-11.725273,-4.534395,13.634371
11/17/24,2789029000,-7996417575,-3122085767,9026006666,60.34,5.277569,-11.725165,-4.534353,13.634243
11/18/24,2789484980,-7997430625,-3122477533,9027180567,60.34,5.277515,-11.725057,-4.534311,13.634116
11/19/24,2789940955,-7998443665,-3122869296,9028354459,60.35,5.277461,-11.72495,-4.534269,13.633988
11/20/24,2790396925,-7999456696,-3123261055,9029528340,60.36,5.277407,-11.724842,-4.534227,13.633861
11/21/24,2790852891,-8000469718,-3123652810,9030702212,60.37,5.277353,-11.724735,-4.534186,13.633734
