#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
4/30/22,2361756119,-7047574939,-2755134347,7926977341,52.99,5.338679,-11.850402,-4.583391,13.781909
5/1/22,2362217378,-7048598806,-2755530349,7928162686,53.00,5.338605,-11.850233,-4.583324,13.781712
5/2/22,2362678630,-7049622659,-2755926346,7929348017,53.00,5.338531,-11.850063,-4.583257,13.781515
5/3/22,2363139876,-7050646497,-2756322336,7930533332,53.01,5.338456,-11.849894,-4.58319,13.781318
5/4/22,2363601115,-7051670321,-2756718321,7931718631,53.02,5.338382,-11.849725,-4.583123,13.781122
5/5/22,2364062348,-7052694130,-2757114300,7932903916,53.03,5.338307,-11.849555,-4.583056,13.780925
5/6/22,2364523575,-7053717924,-2757510273,7934089185,53.04,5.338233,-11.849386,-4.582989,13.780728
5/7/22,2364984795,-7054741704,-2757906240,7935274439,53.04,5.338158,-11.849217,-4.582922,13.780532
5/8/22,2365446008,-7055765469,-2758302202,7936459677,53.05,5.338083,-11.849048,-4.582855,13.780335
5/9/22,2365907216,-7056789219,-2758698158,7937644900,53.06,5.338009,-11.848879,-4.582789,13.780139
5/10/22,2366368416,-7057812955,-2759094108,7938830108,53.07,5.337934,-11.84871,-4.582722,13.779942
5/11/22,2366829610,-7058836676,-2759490052,7940015301,53.08,5.337859,-11.848542,-4.582655,13.779746
5/12/22,2367290798,-7059860383,-2759885991,7941200478,53.08,5.337783,-11.848373,-4.582588,13.779549
5/13/22,2367751979,-7060884075,-2760281923,7942385640,53.09,5.337708,-11.848204,-4.582521,13.779353
5/14/22,2368213154,-7061907753,-2760677850,7943570787,53.10,5.337633,-11.848036,-4.582454,13.779157
5/15/22,2368674322,-7062931416,-2761073771,7944755918,53.11,5.337557,-11.847867,-4.582388,13.778961
5/16/22,2369135484,-7063955064,-2761469687,7945941035,53.12,5.337482,-11.847699,-4.582321,13.778764
5/17/22,2369596639,-7064978698,-2761865596,7947126135,53.12,5.337406,-11.847531,-4.582254,13.778568
5/18/22,2370057788,-7066002318,-2762261500,7948311221,53.13,5.337331,-11.847363,-4.582188,13.778372
5/19/22,2370518930,-7067025923,-2762657398,7949496292,53.14,5.337255,-11.847195,-4.582121,13.778176
5/20/22,2370980066,-7068049513,-2763053291,7950681347,53.15,5.337179,-11.847027,-4.582055,13.77798
5/21/22,2371441195,-7069073089,-2763449178,7951866387,53.15,5.337103,-11.846859,-4.581988,13.777785
5/22/22,2371902317,-7070096650,-2763845058,7953051411,53.16,5.337027,-11.846691,-4.581922,13.777589
5/23/22,2372363433,-7071120197,-2764240934,7954236421,53.17,5.336951,-11.846524,-4.581855,13.777393
5/24/22,2372824542,-7072143729,-2764636803,7955421415,53.18,5.336875,-11.846356,-4.581789,13.777198
5/25/22,2373285645,-7073167247,-2765032667,7956606394,53.19,5.336799,-11.846189,-4.581722,13.777002
5/26/22,2373746741,-7074190751,-2765428525,7957791358,53.19,5.336723,-11.846021,-4.581656,13.776807
5/27/22,2374207831,-7075214240,-2765824377,7958976306,53.20,5.336646,-11.845854,-4.58159,13.776612
5/28/22,2374668914,-7076237714,-2766220223,7960161240,53.21,5.33657,-11.845687,-4.581524,13.776416
5/29/22,2375129990,-7077261175,-2766616064,7961346158,53.22,5.336494,-11.84552,-4.581457,13.776221
5/30/22,2375591060,-7078284620,-2767011899,7962531061,53.23,5.336417,-11.845354,-4.581391,13.776026
5/31/22,2376052123,-7079308052,-2767407729,7963715949,53.23,5.336341,-11.845187,-4.581325,13.775831
6/1/22,2376513179,-7080331469,-2767803552,7964900822,53.24,5.336264,-11.84502,-4.581259,13.775636
6/2/22,2376974229,-7081354871,-2768199370,7966085679,53.25,5.336187,-11.844854,-4.581193,13.775442
6/3/22,2377435272,-7082378259,-2768595182,7967270522,53.26,5.336111,-11.844688,-4.581127,13.775247
6/4/22,2377896309,-7083401633,-2768990989,7968455349,53.27,5.336034,-11.844522,-4.581062,13.775053
6/5/22,2378357339,-7084424993,-2769386790,7969640161,53.27,5.335957,-11.844356,-4.580996,13.774858
6/6/22,2378818362,-7085448338,-2769782585,7970824959,53.28,5.33588,-11.84419,-4.58093,13.774664
6/7/22,2379279379,-7086471669,-2770178375,7972009741,53.29,5.335803,-11.844024,-4.580864,13.77447
6/8/22,2379740389,-7087494985,-2770574158,7973194508,53.30,5.335726,-11.843858,-4.580799,13.774276
6/9/22,2380201393,-7088518288,-2770969937,7974379259,53.31,5.335649,-11.843693,-4.580733,13.774082
6/10/22,2380662389,-7089541576,-2771365709,7975563996,53.31,5.335572,-11.843528,-4.580667,13.773888
6/11/22,2381123379,-7090564849,-2771761476,7976748718,53.32,5.335495,-11.843362,-4.580602,13.773694
6/12/22,2381584363,-7091588109,-2772157237,7977933424,53.33,5.335417,-11.843197,-4.580537,13.773501
6/13/22,2382045340,-7092611354,-2772552993,7979118116,53.34,5.33534,-11.843032,-4.580471,13.773307
6/14/22,2382506310,-7093634585,-2772948742,7980302793,53.35,5.335263,-11.842868,-4.580406,13.773114
6/15/22,2382967273,-7094657801,-2773344487,7981487454,53.35,5.335185,-11.842703,-4.580341,13.772921
6/16/22,2383428230,-7095681004,-2773740225,7982672101,53.36,5.335108,-11.842539,-4.580275,13.772727
6/17/22,2383889180,-7096704192,-2774135958,7983856732,53.37,5.335031,-11.842374,-4.58021,13.772534
6/18/22,2384350123,-7097727366,-2774531686,7985041349,53.38,5.334953,-11.84221,-4.580145,13.772342
6/19/22,2384811059,-7098750526,-2774927407,7986225951,53.38,5.334876,-11.842046,-4.58008,13.772149
6/20/22,2385271989,-7099773672,-2775323124,7987410537,53.39,5.334798,-11.841882,-4.580015,13.771956
6/21/22,2385732913,-7100796803,-2775718834,7988595109,53.40,5.33472,-11.841719,-4.57995,13.771764
6/22/22,2386193829,-7101819920,-2776114539,7989779666,53.41,5.334643,-11.841555,-4.579886,13.771572
6/23/22,2386654739,-7102843024,-2776510238,7990964207,53.42,5.334565,-11.841392,-4.579821,13.77138
6/24/22,2387115642,-7103866113,-2776905932,7992148734,53.42,5.334487,-11.841228,-4.579756,13.771188
6/25/22,2387576538,-7104889188,-2777301620,7993333246,53.43,5.334409,-11.841065,-4.579692,13.770996
6/26/22,2388037428,-7105912249,-2777697303,7994517744,53.44,5.334332,-11.840903,-4.579627,13.770804
6/27/22,2388498311,-7106935296,-2778092980,7995702226,53.45,5.334254,-11.84074,-4.579563,13.770613
6/28/22,2388959187,-7107958329,-2778488651,7996886693,53.46,5.334176,-11.840577,-4.579498,13.770422
6/29/22,2389420056,-7108981348,-2778884317,7998071146,53.46,5.334098,-11.840415,-4.579434,13.770231
6/30/22,2389880919,-7110004353,-2779279977,7999255584,53.47,5.33402,-11.840253,-4.57937,13.77004
7/1/22,2390341775,-7111027344,-2779675632,8000440007,53.48,5.333943,-11.840091,-4.579306,13.769849
7/2/22,2390802624,-7112050320,-2780071281,8001624415,53.49,5.333865,-11.83993,-4.579242,13.769659
7/3/22,2391263467,-7113073283,-2780466925,8002808808,53.50,5.333787,-11.839768,-4.579178,13.769469
7/4/22,2391724303,-7114096232,-2780862563,8003993187,53.50,5.333709,-11.839607,-4.579115,13.769279
7/5/22,2392185132,-7115119167,-2781258196,8005177551,53.51,5.333632,-11.839446,-4.579051,13.769089
7/6/22,2392645954,-7116142089,-2781653823,8006361901,53.52,5.333554,-11.839285,-4.578987,13.7689
7/7/22,2393106770,-7117164996,-2782049445,8007546235,53.53,5.333477,-11.839124,-4.578924,13.76871
7/8/22,2393567579,-7118187889,-2782445062,8008730555,53.54,5.333399,-11.838964,-4.578861,13.768521
7/9/22,2394028381,-7119210769,-2782840672,8009914860,53.54,5.333322,-11.838804,-4.578797,13.768333
7/10/22,2394489177,-7120233635,-2783236278,8011099151,53.55,5.333245,-11.838643,-4.578734,13.768144
7/11/22,2394949966,-7121256486,-2783631878,8012283427,53.56,5.333168,-11.838483,-4.578671,13.767955
7/12/22,2395410749,-7122279325,-2784027472,8013467689,53.57,5.333091,-11.838324,-4.578608,13.767767
7/13/22,2395871524,-7123302149,-2784423061,8014651935,53.57,5.333014,-11.838164,-4.578545,13.767579
7/14/22,2396332293,-7124324959,-2784818645,8015836168,53.58,5.332937,-11.838004,-4.578482,13.767391
7/15/22,2396793056,-7125347756,-2785214223,8017020385,53.59,5.332861,-11.837845,-4.578419,13.767203
7/16/22,2397253812,-7126370539,-2785609795,8018204589,53.60,5.332785,-11.837685,-4.578356,13.767016
7/17/22,2397714561,-7127393308,-2786005363,8019388777,53.61,5.332708,-11.837526,-4.578293,13.766828
7/18/22,2398175304,-7128416063,-2786400924,8020572951,53.61,5.332632,-11.837366,-4.578231,13.766641
7/19/22,2398636040,-7129438805,-2786796481,8021757111,53.62,5.332556,-11.837207,-4.578168,13.766454
7/20/22,2399096769,-7130461533,-2787192032,8022941256,53.63,5.33248,-11.837048,-4.578105,13.766266
7/21/22,2399557492,-7131484247,-2787587577,8024125387,53.64,5.332404,-11.836889,-4.578042,13.766079
7/22/22,2400018209,-7132506947,-2787983118,8025309503,53.65,5.332328,-11.83673,-4.57798,13.765892
7/23/22,2400478919,-7133529634,-2788378652,8026493604,53.65,5.332252,-11.836571,-4.577917,13.765706
7/24/22,2400939622,-7134552306,-2788774182,8027677692,53.66,5.332177,-11.836412,-4.577855,13.765519
7/25/22,2401400319,-7135574966,-2789169706,8028861764,53.67,5.332101,-11.836253,-4.577792,13.765332
7/26/22,2401861009,-7136597611,-2789565224,8030045822,53.68,5.332025,-11.836094,-4.577729,13.765145
7/27/22,2402321693,-7137620243,-2789960737,8031229866,53.69,5.33195,-11.835936,-4.577667,13.764959
7/28/22,2402782370,-7138642861,-2790356245,8032413895,53.69,5.331874,-11.835777,-4.577604,13.764772
7/29/22,2403243041,-7139665465,-2790751747,8033597910,53.70,5.331798,-11.835618,-4.577542,13.764586
7/30/22,2403703705,-7140688056,-2791147244,8034781910,53.71,5.331723,-11.83546,-4.57748,13.7644
7/31/22,2404164362,-7141710632,-2791542736,8035965896,53.72,5.331647,-11.835301,-4.577417,13.764213
8/1/22,2404625013,-7142733196,-2791938222,8037149868,53.73,5.331572,-11.835143,-4.577355,13.764027
8/2/22,2405085658,-7143755745,-2792333703,8038333825,53.73,5.331497,-11.834985,-4.577292,13.763841
8/3/22,2405546296,-7144778281,-2792729178,8039517767,53.74,5.331421,-11.834827,-4.57723,13.763655
8/4/22,2406006928,-7145800803,-2793124648,8040701695,53.75,5.331346,-11.834668,-4.577168,13.763469
8/5/22,2406467553,-7146823312,-2793520113,8041885609,53.76,5.331271,-11.83451,-4.577105,13.763284
8/6/22,2406928171,-7147845807,-2793915572,8043069508,53.76,5.331196,-11.834352,-4.577043,13.763098
8/7/22,2407388783,-7148868288,-2794311026,8044253393,53.77,5.33112,-11.834195,-4.576981,13.762913
8/8/22,2407849389,-7149890755,-2794706474,8045437264,53.78,5.331045,-11.834037,-4.576919,13.762727
8/9/22,2408309988,-7150913209,-2795101917,8046621120,53.79,5.33097,-11.833879,-4.576857,13.762542
8/10/22,2408770580,-7151935650,-2795497355,8047804962,53.80,5.330895,-11.833721,-4.576795,13.762357
8/11/22,2409231167,-7152958076,-2795892787,8048988790,53.80,5.33082,-11.833564,-4.576733,13.762171
8/12/22,2409691746,-7153980490,-2796288214,8050172603,53.81,5.330745,-11.833406,-4.576671,13.761986
8/13/22,2410152319,-7155002889,-2796683636,8051356402,53.82,5.33067,-11.833249,-4.576609,13.761801
8/14/22,2410612886,-7156025275,-2797079052,8052540186,53.83,5.330595,-11.833092,-4.576547,13.761616
8/15/22,2411073446,-7157047647,-2797474463,8053723956,53.84,5.33052,-11.832935,-4.576485,13.761432
8/16/22,2411534000,-7158070006,-2797869869,8054907712,53.84,5.330446,-11.832777,-4.576423,13.761247
8/17/22,2411994547,-7159092351,-2798265269,8056091454,53.85,5.330371,-11.83262,-4.576361,13.761062
8/18/22,2412455088,-7160114683,-2798660664,8057275181,53.86,5.330296,-11.832463,-4.576299,13.760878
8/19/22,2412915622,-7161137001,-2799056054,8058458894,53.87,5.330222,-11.832307,-4.576238,13.760694
8/20/22,2413376150,-7162159306,-2799451438,8059642592,53.88,5.330147,-11.83215,-4.576176,13.760509
8/21/22,2413836672,-7163181596,-2799846817,8060826277,53.88,5.330072,-11.831993,-4.576114,13.760325
8/22/22,2414297187,-7164203874,-2800242191,8062009947,53.89,5.329998,-11.831836,-4.576052,13.760141
8/23/22,2414757695,-7165226138,-2800637559,8063193602,53.90,5.329923,-11.83168,-4.575991,13.759957
8/24/22,2415218197,-7166248388,-2801032922,8064377244,53.91,5.329849,-11.831523,-4.575929,13.759773
8/25/22,2415678693,-7167270625,-2801428279,8065560871,53.91,5.329774,-11.831367,-4.575868,13.759589
8/26/22,2416139183,-7168292848,-2801823632,8066744484,53.92,5.3297,-11.83121,-4.575806,13.759405
8/27/22,2416599665,-7169315058,-2802218979,8067928083,53.93,5.329626,-11.831054,-4.575744,13.759222
8/28/22,2417060142,-7170337254,-2802614320,8069111667,53.94,5.329552,-11.830898,-4.575683,13.759038
8/29/22,2417520612,-7171359437,-2803009657,8070295238,53.95,5.329477,-11.830741,-4.575621,13.758855
8/30/22,2417981076,-7172381606,-2803404988,8071478794,53.95,5.329403,-11.830585,-4.57556,13.758671
8/31/22,2418441533,-7173403762,-2803800313,8072662335,53.96,5.329329,-11.830429,-4.575499,13.758488
9/1/22,2418901984,-7174425905,-2804195634,8073845863,53.97,5.329255,-11.830273,-4.575437,13.758305
9/2/22,2419362428,-7175448033,-2804590949,8075029376,53.98,5.329181,-11.830117,-4.575376,13.758121
9/3/22,2419822866,-7176470149,-2804986259,8076212876,53.99,5.329107,-11.829961,-4.575314,13.757938
9/4/22,2420283298,-7177492251,-2805381563,8077396361,53.99,5.329033,-11.829805,-4.575253,13.757755
9/5/22,2420743723,-7178514339,-2805776863,8078579831,54.00,5.328959,-11.82965,-4.575192,13.757572
9/6/22,2421204142,-7179536414,-2806172156,8079763288,54.01,5.328885,-11.829494,-4.575131,13.757389
9/7/22,2421664554,-7180558476,-2806567445,8080946731,54.02,5.328811,-11.829338,-4.575069,13.757206
9/8/22,2422124960,-7181580524,-2806962728,8082130159,54.03,5.328737,-11.829183,-4.575008,13.757024
9/9/22,2422585360,-7182602559,-2807358007,8083313573,54.03,5.328663,-11.829027,-4.574947,13.756841
9/10/22,2423045753,-7183624580,-2807753279,8084496973,54.04,5.32859,-11.828872,-4.574886,13.756658
9/11/22,2423506140,-7184646588,-2808148547,8085680359,54.05,5.328516,-11.828716,-4.574824,13.756476
9/12/22,2423966521,-7185668582,-2808543809,8086863730,54.06,5.328442,-11.828561,-4.574763,13.756293
9/13/22,2424426895,-7186690563,-2808939066,8088047088,54.07,5.328368,-11.828405,-4.574702,13.756111
9/14/22,2424887263,-7187712530,-2809334318,8089230431,54.07,5.328295,-11.82825,-4.574641,13.755928
9/15/22,2425347624,-7188734485,-2809729564,8090413760,54.08,5.328221,-11.828095,-4.57458,13.755746
9/16/22,2425807980,-7189756425,-2810124805,8091597075,54.09,5.328147,-11.82794,-4.574519,13.755564
9/17/22,2426268328,-7190778353,-2810520041,8092780376,54.10,5.328073,-11.827785,-4.574458,13.755382
9/18/22,2426728671,-7191800266,-2810915271,8093963663,54.10,5.328,-11.82763,-4.574397,13.7552
9/19/22,2427189007,-7192822167,-2811310497,8095146936,54.11,5.327926,-11.827475,-4.574336,13.755018
9/20/22,2427649336,-7193844054,-2811705717,8096330194,54.12,5.327852,-11.82732,-4.574275,13.754836
9/21/22,2428109659,-7194865928,-2812100931,8097513439,54.13,5.327779,-11.827166,-4.574214,13.754654
9/22/22,2428569976,-7195887788,-2812496141,8098696669,54.14,5.327705,-11.827011,-4.574154,13.754472
9/23/22,2429030287,-7196909635,-2812891345,8099879885,54.14,5.327631,-11.826856,-4.574093,13.754291
9/24/22,2429490591,-7197931469,-2813286544,8101063087,54.15,5.327558,-11.826702,-4.574032,13.754109
9/25/22,2429950889,-7198953289,-2813681738,8102246275,54.16,5.327484,-11.826547,-4.573971,13.753928
9/26/22,2430411180,-7199975096,-2814076926,8103429449,54.17,5.32741,-11.826393,-4.573911,13.753746
9/27/22,2430871465,-7200996890,-2814472110,8104612609,54.18,5.327337,-11.826239,-4.57385,13.753565
9/28/22,2431331744,-7202018671,-2814867288,8105795755,54.18,5.327263,-11.826085,-4.573789,13.753384
9/29/22,2431792016,-7203040438,-2815262460,8106978887,54.19,5.32719,-11.825931,-4.573729,13.753203
9/30/22,2432252283,-7204062191,-2815657628,8108162005,54.20,5.327117,-11.825777,-4.573668,13.753022
10/1/22,2432712542,-7205083932,-2816052790,8109345109,54.21,5.327043,-11.825623,-4.573608,13.752841
10/2/22,2433172796,-7206105659,-2816447947,8110528199,54.22,5.32697,-11.82547,-4.573548,13.752661
10/3/22,2433633043,-7207127373,-2816843099,8111711275,54.22,5.326897,-11.825316,-4.573487,13.752481
10/4/22,2434093283,-7208149074,-2817238246,8112894337,54.23,5.326824,-11.825163,-4.573427,13.7523
10/5/22,2434553518,-7209170761,-2817633388,8114077385,54.24,5.326751,-11.825009,-4.573367,13.75212
10/6/22,2435013746,-7210192436,-2818028524,8115260419,54.25,5.326678,-11.824856,-4.573307,13.75194
10/7/22,2435473968,-7211214096,-2818423655,8116443439,54.26,5.326605,-11.824703,-4.573247,13.75176
10/8/22,2435934183,-7212235744,-2818818781,8117626445,54.26,5.326532,-11.82455,-4.573187,13.75158
10/9/22,2436394392,-7213257379,-2819213902,8118809437,54.27,5.32646,-11.824396,-4.573126,13.7514
10/10/22,2436854595,-7214279000,-2819609017,8119992415,54.28,5.326387,-11.824243,-4.573066,13.751221
10/11/22,2437314792,-7215300608,-2820004127,8121175379,54.29,5.326315,-11.82409,-4.573006,13.751041
10/12/22,2437774983,-7216322203,-2820399233,8122358329,54.29,5.326243,-11.823937,-4.572946,13.750861
10/13/22,2438235167,-7217343784,-2820794332,8123541266,54.30,5.326171,-11.823784,-4.572886,13.750681
10/14/22,2438695345,-7218365352,-2821189427,8124724188,54.31,5.326098,-11.823631,-4.572826,13.750502
10/15/22,2439155517,-7219386908,-2821584517,8125907097,54.32,5.326026,-11.823477,-4.572766,13.750322
10/16/22,2439615682,-7220408449,-2821979601,8127089991,54.33,5.325954,-11.823324,-4.572706,13.750143
10/17/22,2440075842,-7221429978,-2822374680,8128272872,54.33,5.325882,-11.823171,-4.572646,13.749963
10/18/22,2440535995,-7222451493,-2822769754,8129455738,54.34,5.32581,-11.823018,-4.572585,13.749783
10/19/22,2440996142,-7223472995,-2823164823,8130638591,54.35,5.325738,-11.822864,-4.572525,13.749604
10/20/22,2441456282,-7224494484,-2823559887,8131821430,54.36,5.325667,-11.822711,-4.572465,13.749424
10/21/22,2441916417,-7225515960,-2823954945,8133004255,54.37,5.325595,-11.822558,-4.572405,13.749244
10/22/22,2442376545,-7226537422,-2824349998,8134187065,54.37,5.325523,-11.822405,-4.572345,13.749065
10/23/22,2442836667,-7227558871,-2824745046,8135369862,54.38,5.325451,-11.822251,-4.572285,13.748885
10/24/22,2443296783,-7228580307,-2825140089,8136552645,54.39,5.325379,-11.822098,-4.572224,13.748705
10/25/22,2443756893,-7229601730,-2825535127,8137735414,54.40,5.325307,-11.821945,-4.572164,13.748526
10/26/22,2444216996,-7230623139,-2825930159,8138918170,54.41,5.325235,-11.821791,-4.572104,13.748346
10/27/22,2444677093,-7231644535,-2826325186,8140100911,54.41,5.325163,-11.821638,-4.572044,13.748166
10/28/22,2445137184,-7232665918,-2826720208,8141283638,54.42,5.325091,-11.821485,-4.571983,13.747986
10/29/22,2445597269,-7233687288,-2827115225,8142466351,54.43,5.325019,-11.821332,-4.571923,13.747807
10/30/22,2446057347,-7234708645,-2827510236,8143649050,54.44,5.324947,-11.821179,-4.571863,13.747627
10/31/22,2446517420,-7235729988,-2827905243,8144831736,54.44,5.324874,-11.821025,-4.571803,13.747447
11/1/22,2446977486,-7236751318,-2828300244,8146014407,54.45,5.324802,-11.820872,-4.571742,13.747268
11/2/22,2447437546,-7237772634,-2828695240,8147197064,54.46,5.32473,-11.820719,-4.571682,13.747088
11/3/22,2447897599,-7238793938,-2829090231,8148379708,54.47,5.324658,-11.820566,-4.571622,13.746908
11/4/22,2448357646,-7239815228,-2829485216,8149562337,54.48,5.324585,-11.820413,-4.571562,13.746729
11/5/22,2448817687,-7240836505,-2829880196,8150744953,54.48,5.324513,-11.82026,-4.571502,13.746549
11/6/22,2449277722,-7241857769,-2830275172,8151927555,54.49,5.324441,-11.820107,-4.571441,13.74637
11/7/22,2449737751,-7242879020,-2830670142,8153110142,54.50,5.324368,-11.819954,-4.571381,13.74619
11/8/22,2450197773,-7243900257,-2831065106,8154292716,54.51,5.324296,-11.819802,-4.571321,13.746011
11/9/22,2450657789,-7244921482,-2831460066,8155475276,54.52,5.324223,-11.819649,-4.571261,13.745831
11/10/22,2451117799,-7245942693,-2831855020,8156657822,54.52,5.324151,-11.819496,-4.571201,13.745652
11/11/22,2451577802,-7246963891,-2832249969,8157840354,54.53,5.324078,-11.819343,-4.571141,13.745472
11/12/22,2452037800,-7247985075,-2832644913,8159022872,54.54,5.324006,-11.819191,-4.571081,13.745293
11/13/22,2452497790,-7249006247,-2833039852,8160205376,54.55,5.323933,-11.819038,-4.57102,13.745114
11/14/22,2452957775,-7250027405,-2833434786,8161387866,54.56,5.32386,-11.818886,-4.57096,13.744935
11/15/22,2453417754,-7251048550,-2833829714,8162570343,54.56,5.323787,-11.818733,-4.5709,13.744755
11/16/22,2453877726,-7252069682,-2834224637,8163752805,54.57,5.323715,-11.818581,-4.57084,13.744576
11/17/22,2454337691,-7253090801,-2834619555,8164935253,54.58,5.323642,-11.818429,-4.57078,13.744397
11/18/22,2454797651,-7254111907,-2835014468,8166117688,54.59,5.323569,-11.818277,-4.57072,13.744218
11/19/22,2455257604,-7255132999,-2835409376,8167300109,54.60,5.323496,-11.818124,-4.57066,13.744039
11/20/22,2455717551,-7256154079,-2835804278,8168482516,54.60,5.323423,-11.817972,-4.5706,13.74386
11/21/22,2456177492,-7257175145,-2836199175,8169664908,54.61,5.32335,-11.81782,-4.57054,13.743681
11/22/22,2456637426,-7258196198,-2836594067,8170847287,54.62,5.323277,-11.817669,-4.570481,13.743503
11/23/22,2457097354,-7259217238,-2836988954,8172029653,54.63,5.323204,-11.817517,-4.570421,13.743324
11/24/22,2457557276,-7260238265,-2837383836,8173212004,54.63,5.323131,-11.817365,-4.570361,13.743145
11/25/22,2458017191,-7261259279,-2837778713,8174394341,54.64,5.323058,-11.817213,-4.570301,13.742966
11/26/22,2458477100,-7262280279,-2838173584,8175576665,54.65,5.322985,-11.817062,-4.570241,13.742788
11/27/22,2458937003,-7263301267,-2838568450,8176758974,54.66,5.322911,-11.81691,-4.570182,13.742609
11/28/22,2459396899,-7264322241,-2838963312,8177941270,54.67,5.322838,-11.816759,-4.570122,13.742431
11/29/22,2459856789,-7265343203,-2839358168,8179123552,54.67,5.322765,-11.816607,-4.570062,13.742252
11/30/22,2460316673,-7266364151,-2839753018,8180305820,54.68,5.322691,-11.816456,-4.570002,13.742074
12/1/22,2460776550,-7267385086,-2840147864,8181488074,54.69,5.322618,-11.816305,-4.569943,13.741896
12/2/22,2461236421,-7268406009,-2840542704,8182670315,54.70,5.322545,-11.816154,-4.569883,13.741718
12/3/22,2461696286,-7269426918,-2840937540,8183852542,54.71,5.322471,-11.816003,-4.569824,13.74154
12/4/22,2462156144,-7270447814,-2841332370,8185034754,54.71,5.322398,-11.815852,-4.569764,13.741362
12/5/22,2462615996,-7271468697,-2841727195,8186216953,54.72,5.322324,-11.815701,-4.569705,13.741184
12/6/22,2463075842,-7272489567,-2842122015,8187399138,54.73,5.32225,-11.81555,-4.569645,13.741006
12/7/22,2463535681,-7273510424,-2842516830,8188581310,54.74,5.322177,-11.8154,-4.569586,13.740828
12/8/22,2463995514,-7274531268,-2842911639,8189763467,54.75,5.322103,-11.815249,-4.569526,13.74065
12/9/22,2464455340,-7275552099,-2843306444,8190945611,54.75,5.322029,-11.815099,-4.569467,13.740473
12/10/22,2464915161,-7276572917,-2843701243,8192127741,54.76,5.321955,-11.814949,-4.569408,13.740295
12/11/22,2465374974,-7277593722,-2844096037,8193309858,54.77,5.321881,-11.814799,-4.569348,13.740118
12/12/22,2465834782,-7278614514,-2844490827,8194491960,54.78,5.321808,-11.814649,-4.569289,13.73994
12/13/22,2466294583,-7279635294,-2844885611,8195674049,54.78,5.321734,-11.814499,-4.56923,13.739763
12/14/22,2466754377,-7280656060,-2845280389,8196856124,54.79,5.32166,-11.814349,-4.569171,13.739586
12/15/22,2467214165,-7281676813,-2845675163,8198038185,54.80,5.321586,-11.814199,-4.569112,13.739409
12/16/22,2467673947,-7282697553,-2846069932,8199220233,54.81,5.321511,-11.81405,-4.569053,13.739232
12/17/22,2468133723,-7283718281,-2846464696,8200402266,54.82,5.321437,-11.8139,-4.568994,13.739055
12/18/22,2468593492,-7284738995,-2846859454,8201584287,54.82,5.321363,-11.813751,-4.568935,13.738879
12/19/22,2469053254,-7285759697,-2847254207,8202766293,54.83,5.321289,-11.813602,-4.568876,13.738702
12/20/22,2469513010,-7286780386,-2847648956,8203948286,54.84,5.321215,-11.813453,-4.568817,13.738526
12/21/22,2469972760,-7287801062,-2848043699,8205130265,54.85,5.32114,-11.813304,-4.568758,13.73835
12/22/22,2470432503,-7288821725,-2848438437,8206312230,54.86,5.321066,-11.813156,-4.5687,13.738173
12/23/22,2470892240,-7289842375,-2848833170,8207494182,54.86,5.320992,-11.813007,-4.568641,13.737998
12/24/22,2471351971,-7290863013,-2849227898,8208676120,54.87,5.320917,-11.812859,-4.568583,13.737822
12/25/22,2471811695,-7291883637,-2849622621,8209858045,54.88,5.320843,-11.812711,-4.568524,13.737646
12/26/22,2472271412,-7292904249,-2850017339,8211039956,54.89,5.320769,-11.812563,-4.568466,13.737471
12/27/22,2472731124,-7293924848,-2850412052,8212221853,54.90,5.320695,-11.812415,-4.568408,13.737296
12/28/22,2473190829,-7294945434,-2850806760,8213403737,54.90,5.32062,-11.812268,-4.568349,13.737121
12/29/22,2473650527,-7295966008,-2851201463,8214585607,54.91,5.320546,-11.812121,-4.568291,13.736946
12/30/22,2474110219,-7296986569,-2851596161,8215767464,54.92,5.320472,-11.811973,-4.568233,13.736772
12/31/22,2474569905,-7298007117,-2851990854,8216949308,54.93,5.320398,-11.811826,-4.568175,13.736597
1/1/23,2475029584,-7299027652,-2852385542,8218131137,54.93,5.320324,-11.811679,-4.568118,13.736423
1/2/23,2475489257,-7300048175,-2852780225,8219312954,54.94,5.320251,-11.811533,-4.56806,13.736249
1/3/23,2475948923,-7301068685,-2853174902,8220494757,54.95,5.320177,-11.811386,-4.568002,13.736075
1/4/23,2476408583,-7302089183,-2853569575,8221676546,54.96,5.320103,-11.81124,-4.567944,13.735902
1/5/23,2476868237,-7303109668,-2853964243,8222858322,54.97,5.32003,-11.811093,-4.567887,13.735728
1/6/23,2477327884,-7304130140,-2854358906,8224040084,54.97,5.319956,-11.810947,-4.567829,13.735555
1/7/23,2477787525,-7305150599,-2854753564,8225221833,54.98,5.319883,-11.810801,-4.567772,13.735382
1/8/23,2478247160,-7306171046,-2855148217,8226403569,54.99,5.31981,-11.810655,-4.567714,13.735209
1/9/23,2478706789,-7307191480,-2855542865,8227585291,55.00,5.319737,-11.810509,-4.567657,13.735036
1/10/23,2479166411,-7308211902,-2855937508,8228767000,55.01,5.319664,-11.810363,-4.5676,13.734863
1/11/23,2479626026,-7309232311,-2856332146,8229948696,55.01,5.319591,-11.810217,-4.567542,13.73469
